school,close_contact,positive_case,suspected_case,total,date,cluster
Lilburn MS,3.0,1.0,0.0,4,11/11/2020,Meadowcreek
Magill ES,0.0,0.0,1.0,1,11/11/2020,South Gwinnett
Maxwell HS of Technology,3.0,0.0,0.0,3,11/11/2020,Other
Meadowcreek HS,0.0,0.0,1.0,1,11/11/2020,Meadowcreek
Mill Creek HS,1.0,0.0,0.0,1,11/11/2020,Mill Creek
Moore MS,0.0,1.0,0.0,1,11/11/2020,Central Gwinnett
Mountain View HS,9.0,1.0,1.0,11,11/11/2020,Mountain View
Nesbit ES,7.0,1.0,0.0,8,11/11/2020,Meadowcreek
Norcross ES,3.0,0.0,0.0,3,11/11/2020,Norcross
Norcross HS,4.0,0.0,0.0,4,11/11/2020,Norcross
North Gwinnett HS,21.0,1.0,0.0,22,11/11/2020,North Gwinnett
North Gwinnett MS,1.0,0.0,0.0,1,11/11/2020,North Gwinnett
Northbrook MS,0.0,0.0,1.0,1,11/11/2020,Peachtree Ridge
Norton ES,1.0,0.0,0.0,1,11/11/2020,South Gwinnett
Osborne MS,4.0,0.0,0.0,4,11/11/2020,Mill Creek
Parkview HS,3.0,1.0,0.0,4,11/11/2020,Parkview
Patrick ES,0.0,1.0,0.0,1,11/11/2020,Mountain View
Paul Duke STEM HS,3.0,1.0,0.0,4,11/11/2020,Norcross
Peachtree ES,2.0,0.0,2.0,4,11/11/2020,Norcross
Pinckneyville MS,0.0,1.0,0.0,1,11/11/2020,Norcross
Puckett's Mill ES,4.0,0.0,1.0,5,11/11/2020,Mill Creek
Richards MS,1.0,0.0,0.0,1,11/11/2020,Discovery
Riverside ES,19.0,1.0,0.0,20,11/11/2020,North Gwinnett
Shiloh HS,2.0,1.0,0.0,3,11/11/2020,Shiloh
Shiloh MS,1.0,0.0,0.0,1,11/11/2020,Shiloh
South Gwinnett HS,3.0,1.0,0.0,4,11/11/2020,South Gwinnett
Starling ES,1.0,1.0,0.0,2,11/11/2020,Grayson
Sugar Hill ES,0.0,0.0,1.0,1,11/11/2020,Lanier
Walnut Grove ES,5.0,1.0,0.0,6,11/11/2020,Collins Hill
White Oak ES,15.0,0.0,1.0,16,11/11/2020,Lanier
Winn Holt ES,4.0,0.0,1.0,5,11/11/2020,Central Gwinnett
Alcova ES,1.0,0.0,0.0,1,12/11/2020,Dacula
Alford ES,6.0,0.0,1.0,7,12/11/2020,Discovery
Anderson-Livsey ES,0.0,1.0,0.0,1,12/11/2020,Shiloh
Annistown ES,1.0,0.0,0.0,1,12/11/2020,Shiloh
Archer HS,16.0,1.0,1.0,18,12/11/2020,Archer
Bay Creek MS,2.0,1.0,1.0,4,12/11/2020,Grayson
Beaver Ridge ES,0.0,1.0,0.0,1,12/11/2020,Norcross
Benefield ES,3.0,0.0,0.0,3,12/11/2020,Discovery
Berkmar HS,2.0,1.0,1.0,4,12/11/2020,Berkmar
Berkmar MS,2.0,0.0,0.0,2,12/11/2020,Berkmar
Britt ES,0.0,0.0,4.0,4,12/11/2020,South Gwinnett
Brookwood ES,1.0,0.0,0.0,1,12/11/2020,Brookwood
Brookwood HS,45.0,4.0,0.0,49,12/11/2020,Brookwood
Burnette ES,1.0,0.0,0.0,1,12/11/2020,North Gwinnett
Camp Creek ES,12.0,0.0,0.0,12,12/11/2020,Parkview
Centerville ES,6.0,0.0,1.0,7,12/11/2020,Shiloh
Chesney ES,3.0,1.0,0.0,4,12/11/2020,Duluth
Coleman MS,1.0,0.0,0.0,1,12/11/2020,Duluth
Collins Hill HS,0.0,1.0,3.0,4,12/11/2020,Collins Hill
Corley ES,1.0,0.0,0.0,1,12/11/2020,Berkmar
Craig ES,3.0,1.0,0.0,4,12/11/2020,Brookwood
Creekland MS,2.0,1.0,0.0,3,12/11/2020,Collins Hill
Dacula ES,2.0,0.0,1.0,3,12/11/2020,Dacula
Dacula HS,2.0,1.0,0.0,3,12/11/2020,Dacula
Dacula MS,2.0,0.0,0.0,2,12/11/2020,Dacula
Duluth HS,1.0,0.0,2.0,3,12/11/2020,Duluth
Duluth MS,9.0,0.0,3.0,12,12/11/2020,Duluth
Duncan Creek ES,3.0,0.0,0.0,3,12/11/2020,Mill Creek
Dyer ES,2.0,0.0,1.0,3,12/11/2020,Mountain View
Five Forks MS,13.0,1.0,0.0,14,12/11/2020,Brookwood
Freeman's Mill ES,2.0,0.0,0.0,2,12/11/2020,Mountain View
Grace Snell MS,0.0,1.0,0.0,1,12/11/2020,South Gwinnett
Grayson ES,1.0,0.0,0.0,1,12/11/2020,Grayson
Grayson HS,2.0,0.0,1.0,3,12/11/2020,Grayson
Gwinnett Online Campus,1.0,0.0,0.0,1,12/11/2020,Other
Head ES,1.0,0.0,0.0,1,12/11/2020,Brookwood
Hopkins ES,1.0,0.0,1.0,2,12/11/2020,Berkmar
Hull MS,0.0,0.0,1.0,1,12/11/2020,Peachtree Ridge
Ivy Creek ES,2.0,0.0,0.0,2,12/11/2020,Mill Creek
Jackson ES,0.0,1.0,0.0,1,12/11/2020,Peachtree Ridge
Jenkins ES,8.0,2.0,0.0,10,12/11/2020,Central Gwinnett
Jones MS,2.0,0.0,0.0,2,12/11/2020,Mill Creek
Kanoheda ES,0.0,0.0,2.0,2,12/11/2020,Berkmar
Knight ES,1.0,0.0,0.0,1,12/11/2020,Parkview
Lanier HS,7.0,0.0,1.0,8,12/11/2020,Lanier
Lanier MS,24.0,1.0,1.0,26,12/11/2020,Lanier
Level Creek ES,1.0,0.0,0.0,1,12/11/2020,North Gwinnett
Lovin ES,2.0,1.0,0.0,3,12/11/2020,Archer
McClure Health Science HS,3.0,0.0,1.0,4,12/11/2020,Meadowcreek
Meadowcreek HS,9.0,0.0,2.0,11,12/11/2020,Meadowcreek
Mill Creek HS,22.0,2.0,0.0,24,12/11/2020,Mill Creek
Minor ES,0.0,0.0,2.0,2,12/11/2020,Berkmar
Mountain Park ES,1.0,0.0,0.0,1,12/11/2020,Parkview
Mountain View HS,4.0,0.0,0.0,4,12/11/2020,Mountain View
Nesbit ES,12.0,0.0,1.0,13,12/11/2020,Meadowcreek
Norcross ES,2.0,0.0,0.0,2,12/11/2020,Norcross
Norcross HS,2.0,0.0,0.0,2,12/11/2020,Norcross
North Gwinnett HS,13.0,0.0,0.0,13,12/11/2020,North Gwinnett
North Gwinnett MS,20.0,0.0,0.0,20,12/11/2020,North Gwinnett
Osborne MS,2.0,0.0,0.0,2,12/11/2020,Mill Creek
Parkview HS,4.0,1.0,2.0,7,12/11/2020,Parkview
Parsons ES,4.0,0.0,0.0,4,12/11/2020,Peachtree Ridge
Peachtree Ridge HS,5.0,1.0,0.0,6,12/11/2020,Peachtree Ridge
Puckett's Mill ES,2.0,0.0,1.0,3,12/11/2020,Mill Creek
Richards MS,2.0,1.0,1.0,4,12/11/2020,Discovery
Roberts ES,3.0,0.0,0.0,3,12/11/2020,North Gwinnett
Rock Springs ES,0.0,0.0,1.0,1,12/11/2020,Collins Hill
Rockbridge ES,1.0,1.0,1.0,3,12/11/2020,Meadowcreek
Rosebud ES,1.0,0.0,1.0,2,12/11/2020,South Gwinnett
Shiloh MS,0.0,0.0,1.0,1,12/11/2020,Shiloh
Simpson ES,18.0,1.0,0.0,19,12/11/2020,Norcross
South Gwinnett HS,3.0,1.0,2.0,6,12/11/2020,South Gwinnett
Stripling ES,0.0,1.0,2.0,3,12/11/2020,Norcross
Sugar Hill ES,44.0,0.0,0.0,44,12/11/2020,Lanier
Summerour MS,1.0,0.0,0.0,1,12/11/2020,Norcross
Sycamore ES,0.0,1.0,0.0,1,12/11/2020,Lanier
Taylor ES,2.0,0.0,0.0,2,12/11/2020,Collins Hill
Trickum MS,6.0,1.0,0.0,7,12/11/2020,Parkview
Trip ES,32.0,0.0,0.0,32,12/11/2020,Grayson
Twin Rivers MS,2.0,0.0,0.0,2,12/11/2020,Mountain View
White Oak ES,11.0,0.0,0.0,11,12/11/2020,Lanier
Woodward Mill ES,4.0,0.0,0.0,4,12/11/2020,Mountain View
Alcova ES,1.0,0.0,1.0,2,1/11/2021,Dacula
Alford ES,5.0,6.0,0.0,11,1/11/2021,Discovery
Annistown ES,1.0,1.0,0.0,2,1/11/2021,Shiloh
Arcado ES,2.0,4.0,0.0,6,1/11/2021,Parkview
Archer HS,15.0,0.0,4.0,19,1/11/2021,Archer
Baggett ES,15.0,1.0,2.0,18,1/11/2021,Discovery
Baldwin ES,1.0,1.0,1.0,3,1/11/2021,Norcross
Bay Creek MS,2.0,0.0,0.0,2,1/11/2021,Grayson
Beaver Ridge ES,0.0,1.0,0.0,1,1/11/2021,Norcross
Benefield ES,8.0,4.0,0.0,12,1/11/2021,Discovery
Berkmar HS,19.0,6.0,2.0,27,1/11/2021,Berkmar
Berkmar MS,13.0,0.0,0.0,13,1/11/2021,Berkmar
Bethesda ES,7.0,0.0,0.0,7,1/11/2021,Berkmar
Brookwood ES,17.0,2.0,1.0,20,1/11/2021,Brookwood
Brookwood HS,10.0,3.0,0.0,13,1/11/2021,Brookwood
Buice Center,1.0,1.0,0.0,2,1/11/2021,Other
Burnette ES,2.0,0.0,0.0,2,1/11/2021,North Gwinnett
Camp Creek ES,1.0,0.0,0.0,1,1/11/2021,Parkview
Cedar Hill ES,2.0,1.0,2.0,5,1/11/2021,Discovery
Central Gwinnett HS,1.0,2.0,0.0,3,1/11/2021,Central Gwinnett
Chattahoochee ES,6.0,1.0,2.0,9,1/11/2021,Duluth
Chesney ES,4.0,3.0,0.0,7,1/11/2021,Duluth
Coleman MS,3.0,0.0,0.0,3,1/11/2021,Duluth
Collins Hill HS,1.0,0.0,0.0,1,1/11/2021,Collins Hill
Cooper ES,3.0,0.0,1.0,4,1/11/2021,Archer
Corley ES,12.0,2.0,0.0,14,1/11/2021,Berkmar
Couch MS,0.0,2.0,0.0,2,1/11/2021,Grayson
Craig ES,8.0,0.0,0.0,8,1/11/2021,Brookwood
Creekland MS,3.0,2.0,1.0,6,1/11/2021,Collins Hill
Crews MS,10.0,2.0,0.0,12,1/11/2021,Brookwood
Dacula ES,2.0,0.0,0.0,2,1/11/2021,Dacula
Dacula HS,4.0,6.0,0.0,10,1/11/2021,Dacula
Dacula MS,5.0,2.0,0.0,7,1/11/2021,Dacula
Discovery HS,4.0,2.0,1.0,7,1/11/2021,Discovery
Duluth HS,2.0,3.0,0.0,5,1/11/2021,Duluth
Duluth MS,6.0,4.0,3.0,13,1/11/2021,Duluth
Duncan Creek ES,10.0,3.0,0.0,13,1/11/2021,Mill Creek
Dyer ES,3.0,0.0,2.0,5,1/11/2021,Mountain View
Five Forks MS,2.0,1.0,0.0,3,1/11/2021,Brookwood
Fort Daniel ES,1.0,0.0,0.0,1,1/11/2021,Mill Creek
GIVE East,1.0,0.0,0.0,1,1/11/2021,Other
GIVE West,2.0,0.0,0.0,2,1/11/2021,Other
Graves ES,2.0,0.0,0.0,2,1/11/2021,Meadowcreek
Grayson ES,9.0,1.0,0.0,10,1/11/2021,Grayson
Grayson HS,9.0,3.0,0.0,12,1/11/2021,Grayson
Gwin Oaks ES,10.0,1.0,1.0,12,1/11/2021,Brookwood
Gwinnett Online Campus,2.0,0.0,0.0,2,1/11/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",3.0,1.0,2.0,6,1/11/2021,Discovery
Harbins ES,6.0,1.0,0.0,7,1/11/2021,Archer
Harmony ES,4.0,1.0,0.0,5,1/11/2021,Mill Creek
Harris ES,1.0,2.0,0.0,3,1/11/2021,Duluth
Head ES,2.0,1.0,1.0,4,1/11/2021,Brookwood
Hopkins ES,1.0,1.0,2.0,4,1/11/2021,Berkmar
Hull MS,3.0,4.0,0.0,7,1/11/2021,Peachtree Ridge
Ivy Creek ES,4.0,1.0,1.0,6,1/11/2021,Mill Creek
Jackson ES,11.0,5.0,0.0,16,1/11/2021,Peachtree Ridge
Jenkins ES,2.0,0.0,1.0,3,1/11/2021,Central Gwinnett
Jones MS,10.0,1.0,0.0,11,1/11/2021,Mill Creek
Jordan MS,2.0,2.0,0.0,4,1/11/2021,Central Gwinnett
Knight ES,4.0,1.0,1.0,6,1/11/2021,Parkview
Lanier HS,13.0,0.0,2.0,15,1/11/2021,Lanier
Lanier MS,3.0,3.0,0.0,6,1/11/2021,Lanier
Level Creek ES,5.0,0.0,0.0,5,1/11/2021,North Gwinnett
Lilburn ES,8.0,3.0,0.0,11,1/11/2021,Meadowcreek
Lilburn MS,2.0,0.0,2.0,4,1/11/2021,Meadowcreek
Lovin ES,3.0,1.0,1.0,5,1/11/2021,Archer
Magill ES,6.0,3.0,0.0,9,1/11/2021,South Gwinnett
Mason ES,6.0,2.0,0.0,8,1/11/2021,Peachtree Ridge
Maxwell,0.0,1.0,0.0,1,1/11/2021,Other
McClure Health Science HS,0.0,1.0,0.0,1,1/11/2021,Meadowcreek
McConnell MS,16.0,1.0,0.0,17,1/11/2021,Archer Cluster
McKendree ES,3.0,1.0,0.0,4,1/11/2021,Collins Hill
Meadowcreek ES,1.0,0.0,0.0,1,1/11/2021,Meadowcreek
Meadowcreek HS,2.0,4.0,0.0,6,1/11/2021,Meadowcreek
Mill Creek HS,15.0,1.0,2.0,18,1/11/2021,Mill Creek
Minor ES,5.0,0.0,1.0,6,1/11/2021,Berkmar
Moore MS,8.0,0.0,0.0,8,1/11/2021,Central Gwinnett
Mountain View HS,16.0,3.0,1.0,20,1/11/2021,Mountain View
Mulberry ES,12.0,11.0,0.0,23,1/11/2021,Dacula
Nesbit ES,5.0,0.0,1.0,6,1/11/2021,Meadowcreek
Norcross ES,5.0,1.0,1.0,7,1/11/2021,Norcross
Norcross HS,20.0,5.0,0.0,25,1/11/2021,Norcross
North Gwinnett HS,20.0,7.0,0.0,27,1/11/2021,North Gwinnett
North Gwinnett MS,11.0,4.0,1.0,16,1/11/2021,North Gwinnett
Northbrook MS,7.0,1.0,3.0,11,1/11/2021,Peachtree Ridge
Norton ES,4.0,0.0,0.0,4,1/11/2021,South Gwinnett
Oakland Meadow School,1.0,0.0,1.0,2,1/11/2021,Other
Osborne MS,6.0,2.0,0.0,8,1/11/2021,Mill Creek
Parkview HS,3.0,0.0,2.0,5,1/11/2021,Parkview
Parsons ES,0.0,0.0,1.0,1,1/11/2021,Peachtree Ridge
Partee ES,9.0,1.0,0.0,10,1/11/2021,Shiloh
Patrick ES,6.0,0.0,0.0,6,1/11/2021,Mountain View
Paul Duke STEM HS,2.0,0.0,0.0,2,1/11/2021,Norcross
Peachtree ES,1.0,0.0,0.0,1,1/11/2021,Norcross
Pharr ES,1.0,2.0,0.0,3,1/11/2021,Grayson
Phoenix HS,2.0,0.0,0.0,2,1/11/2021,Other
Pinckneyville MS,7.0,1.0,1.0,9,1/11/2021,Norcross
Puckett's Mill ES,8.0,1.0,3.0,12,1/11/2021,Mill Creek
Radloff MS,3.0,1.0,0.0,4,1/11/2021,Meadowcreek
Richards MS,11.0,4.0,4.0,19,1/11/2021,Discovery
Rock Springs ES,0.0,1.0,0.0,1,1/11/2021,Collins Hill
Rosebud ES,2.0,2.0,0.0,4,1/11/2021,South Gwinnett
Shiloh ES,1.0,0.0,0.0,1,1/11/2021,Shiloh
Shiloh HS,1.0,1.0,1.0,3,1/11/2021,Shiloh
Shiloh MS,0.0,1.0,0.0,1,1/11/2021,Shiloh
Simonton ES,1.0,1.0,0.0,2,1/11/2021,Central Gwinnett
Snellville MS,0.0,1.0,0.0,1,1/11/2021,South Gwinnett
South Gwinnett HS,2.0,1.0,1.0,4,1/11/2021,South Gwinnett
Stripling ES,2.0,1.0,0.0,3,1/11/2021,Norcross
Suwanee ES,0.0,1.0,0.0,1,1/11/2021,North Gwinnett
Sweetwater MS,0.0,1.0,1.0,2,1/11/2021,Berkmar
Sycamore ES,5.0,2.0,0.0,7,1/11/2021,Lanier
Trickum MS,6.0,1.0,1.0,8,1/11/2021,Parkview
Trip ES,4.0,0.0,0.0,4,1/11/2021,Grayson
Twin Rivers MS,28.0,5.0,0.0,33,1/11/2021,Mountain View
White Oak ES,2.0,0.0,0.0,2,1/11/2021,Lanier
Winn Holt ES,2.0,1.0,0.0,3,1/11/2021,Central Gwinnett
Woodward Mill ES,1.0,1.0,0.0,2,1/11/2021,Mountain View
Alcova ES,5.0,1.0,1.0,7,2/11/2021,Dacula
Anderson-Livsey ES,0.0,1.0,0.0,1,2/11/2021,Shiloh
Archer HS,13.0,1.0,0.0,14,2/11/2021,Archer
Berkmar MS,4.0,0.0,0.0,4,2/11/2021,Berkmar
Britt ES,4.0,0.0,0.0,4,2/11/2021,South Gwinnett
Brookwood HS,7.0,3.0,1.0,11,2/11/2021,Brookwood
Buice Center,1.0,0.0,0.0,1,2/11/2021,Other
Burnette ES,1.0,0.0,0.0,1,2/11/2021,North Gwinnett
Camp Creek ES,22.0,0.0,1.0,23,2/11/2021,Parkview
Cedar Hill ES,1.0,0.0,0.0,1,2/11/2021,Discovery
Central Gwinnett HS,1.0,3.0,0.0,4,2/11/2021,Central Gwinnett
Chattahoochee ES,13.0,0.0,6.0,19,2/11/2021,Duluth
Coleman MS,1.0,0.0,0.0,1,2/11/2021,Duluth
Collins Hill HS,1.0,0.0,0.0,1,2/11/2021,Collins Hill
Cooper ES,13.0,0.0,1.0,14,2/11/2021,Archer
Craig ES,3.0,1.0,0.0,4,2/11/2021,Brookwood
Creekland MS,3.0,1.0,0.0,4,2/11/2021,Collins Hill
Crews MS,2.0,0.0,0.0,2,2/11/2021,Brookwood
Dacula ES,4.0,0.0,2.0,6,2/11/2021,Dacula
Dacula HS,1.0,1.0,1.0,3,2/11/2021,Dacula
Dacula MS,11.0,1.0,0.0,12,2/11/2021,Dacula
Discovery HS,2.0,1.0,0.0,3,2/11/2021,Discovery
Duluth MS,0.0,1.0,1.0,2,2/11/2021,Duluth
Duncan Creek ES,11.0,1.0,0.0,12,2/11/2021,Mill Creek
Dyer ES,1.0,0.0,0.0,1,2/11/2021,Mountain View
Five Forks MS,11.0,1.0,0.0,12,2/11/2021,Brookwood
Fort Daniel ES,1.0,0.0,0.0,1,2/11/2021,Mill Creek
Freeman's Mill ES,1.0,0.0,0.0,1,2/11/2021,Mountain View
GIVE West,0.0,0.0,1.0,1,2/11/2021,Other
Graves ES,0.0,1.0,0.0,1,2/11/2021,Meadowcreek
Grayson HS,5.0,3.0,0.0,8,2/11/2021,Grayson
Gwinnett Online Campus,0.0,0.0,1.0,1,2/11/2021,Other
Harbins ES,11.0,0.0,2.0,13,2/11/2021,Archer
Head ES,2.0,0.0,0.0,2,2/11/2021,Brookwood
Hull MS,1.0,1.0,0.0,2,2/11/2021,Peachtree Ridge
International Transition Center,1.0,0.0,0.0,1,2/11/2021,Other
Ivy Creek ES,5.0,0.0,2.0,7,2/11/2021,Mill Creek
Jackson ES,0.0,1.0,0.0,1,2/11/2021,Peachtree Ridge
Jones MS,2.0,0.0,0.0,2,2/11/2021,Mill Creek
Knight ES,0.0,0.0,1.0,1,2/11/2021,Parkview
Lanier HS,0.0,0.0,2.0,2,2/11/2021,Lanier
Level Creek ES,2.0,0.0,0.0,2,2/11/2021,North Gwinnett
Lovin ES,10.0,1.0,1.0,12,2/11/2021,Archer
Mason ES,1.0,1.0,0.0,2,2/11/2021,Peachtree Ridge
Maxwell,1.0,0.0,0.0,1,2/11/2021,Other
McConnell MS,1.0,0.0,0.0,1,2/11/2021,Archer Cluster
McKendree ES,40.0,1.0,0.0,41,2/11/2021,Collins Hill
Mill Creek HS,6.0,1.0,0.0,7,2/11/2021,Mill Creek
Minor ES,1.0,0.0,0.0,1,2/11/2021,Berkmar
Mountain View HS,2.0,0.0,0.0,2,2/11/2021,Mountain View
Norcross ES,16.0,0.0,1.0,17,2/11/2021,Norcross
Norcross HS,22.0,4.0,0.0,26,2/11/2021,Norcross
North Gwinnett HS,9.0,1.0,0.0,10,2/11/2021,North Gwinnett
North Gwinnett MS,3.0,0.0,1.0,4,2/11/2021,North Gwinnett
Oakland Meadow School,1.0,0.0,0.0,1,2/11/2021,Other
Osborne MS,27.0,1.0,0.0,28,2/11/2021,Mill Creek
Parkview HS,1.0,1.0,0.0,2,2/11/2021,Parkview
Parsons ES,0.0,1.0,0.0,1,2/11/2021,Peachtree Ridge
Paul Duke STEM HS,1.0,0.0,0.0,1,2/11/2021,Norcross
Peachtree ES,5.0,0.0,1.0,6,2/11/2021,Norcross
Peachtree Ridge HS,2.0,0.0,0.0,2,2/11/2021,Peachtree Ridge
Pharr ES,1.0,1.0,0.0,2,2/11/2021,Grayson
Pinckneyville MS,1.0,0.0,1.0,2,2/11/2021,Norcross
Puckett's Mill ES,5.0,0.0,0.0,5,2/11/2021,Mill Creek
Richards MS,0.0,2.0,0.0,2,2/11/2021,Discovery
Rock Springs ES,25.0,1.0,0.0,26,2/11/2021,Collins Hill
Rockbridge ES,0.0,1.0,0.0,1,2/11/2021,Meadowcreek
Shiloh HS,3.0,1.0,1.0,5,2/11/2021,Shiloh
Shiloh MS,1.0,0.0,0.0,1,2/11/2021,Shiloh
Simonton ES,8.0,1.0,0.0,9,2/11/2021,Central Gwinnett
Simpson ES,4.0,1.0,0.0,5,2/11/2021,Norcross
South Gwinnett HS,1.0,0.0,1.0,2,2/11/2021,South Gwinnett
Starling ES,6.0,0.0,0.0,6,2/11/2021,Grayson
Sycamore ES,24.0,0.0,0.0,24,2/11/2021,Lanier
Taylor ES,1.0,1.0,0.0,2,2/11/2021,Collins Hill
Trickum MS,1.0,1.0,0.0,2,2/11/2021,Parkview
Trip ES,5.0,0.0,1.0,6,2/11/2021,Grayson
Twin Rivers MS,3.0,0.0,0.0,3,2/11/2021,Mountain View
White Oak ES,10.0,0.0,3.0,13,2/11/2021,Lanier
Winn Holt ES,2.0,0.0,0.0,2,2/11/2021,Central Gwinnett
Woodward Mill ES,1.0,0.0,0.0,1,2/11/2021,Mountain View
Alcova ES,19.0,2.0,0.0,21,3/11/2021,Dacula
Baldwin ES,0.0,1.0,0.0,1,3/11/2021,Norcross
Berkmar MS,3.0,0.0,1.0,4,3/11/2021,Berkmar
Bethesda ES,11.0,1.0,0.0,12,3/11/2021,Berkmar
Brookwood HS,2.0,0.0,0.0,2,3/11/2021,Brookwood
Burnette ES,1.0,0.0,2.0,3,3/11/2021,North Gwinnett
Centerville ES,1.0,0.0,0.0,1,3/11/2021,Shiloh
Chesney ES,3.0,0.0,0.0,3,3/11/2021,Duluth
Collins Hill HS,1.0,0.0,0.0,1,3/11/2021,Collins Hill
Cooper ES,1.0,0.0,0.0,1,3/11/2021,Archer
Creekland MS,1.0,0.0,1.0,2,3/11/2021,Collins Hill
Duluth MS,0.0,0.0,1.0,1,3/11/2021,Duluth
Dyer ES,2.0,0.0,1.0,3,3/11/2021,Mountain View
Grayson ES,7.0,0.0,1.0,8,3/11/2021,Grayson
Grayson HS,3.0,1.0,0.0,4,3/11/2021,Grayson
Harbins ES,1.0,0.0,0.0,1,3/11/2021,Archer
Harmony ES,4.0,0.0,0.0,4,3/11/2021,Mill Creek
Head ES,1.0,0.0,0.0,1,3/11/2021,Brookwood
Jones MS,1.0,0.0,0.0,1,3/11/2021,Mill Creek
Knight ES,1.0,0.0,1.0,2,3/11/2021,Parkview
McClure Health Science HS,1.0,0.0,1.0,2,3/11/2021,Meadowcreek
McConnell MS,6.0,1.0,0.0,7,3/11/2021,Archer Cluster
Meadowcreek HS,0.0,0.0,1.0,1,3/11/2021,Meadowcreek
Mill Creek HS,1.0,0.0,0.0,1,3/11/2021,Mill Creek
Mountain View HS,17.0,0.0,1.0,18,3/11/2021,Mountain View
North Gwinnett HS,13.0,1.0,0.0,14,3/11/2021,North Gwinnett
North Gwinnett MS,18.0,3.0,0.0,21,3/11/2021,North Gwinnett
Northbrook MS,1.0,0.0,0.0,1,3/11/2021,Peachtree Ridge
Osborne MS,41.0,2.0,0.0,43,3/11/2021,Mill Creek
Parkview HS,5.0,2.0,0.0,7,3/11/2021,Parkview
Parsons ES,0.0,0.0,1.0,1,3/11/2021,Peachtree Ridge
Patrick ES,1.0,0.0,0.0,1,3/11/2021,Mountain View
Pinckneyville MS,0.0,0.0,1.0,1,3/11/2021,Norcross
Richards MS,10.0,0.0,2.0,12,3/11/2021,Discovery
South Gwinnett HS,1.0,1.0,0.0,2,3/11/2021,South Gwinnett
Stripling ES,1.0,0.0,0.0,1,3/11/2021,Norcross
Taylor ES,2.0,0.0,0.0,2,3/11/2021,Collins Hill
Twin Rivers MS,19.0,1.0,0.0,20,3/11/2021,Mountain View
Alcova ES,6.0,0.0,1.0,7,9/11/2020,Dacula
Alford ES,1.0,0.0,0.0,1,9/11/2020,Discovery
Arcado ES,0.0,0.0,1.0,1,9/11/2020,Parkview
Archer HS,2.0,0.0,1.0,3,9/11/2020,Archer
Berkmar MS,0.0,0.0,2.0,2,9/11/2020,Berkmar
Brookwood ES,16.0,0.0,1.0,17,9/11/2020,Brookwood
Brookwood HS,0.0,0.0,1.0,1,9/11/2020,Brookwood
Buice Center,8.0,1.0,0.0,9,9/11/2020,Other
Burnette ES,0.0,0.0,2.0,2,9/11/2020,North Gwinnett
Camp Creek ES,7.0,0.0,1.0,8,9/11/2020,Parkview
Central Gwinnett HS,10.0,1.0,0.0,11,9/11/2020,Central Gwinnett
Chattahoochee ES,1.0,0.0,0.0,1,9/11/2020,Duluth
Dacula ES,2.0,0.0,0.0,2,9/11/2020,Dacula
Discovery HS,1.0,1.0,0.0,2,9/11/2020,Discovery
Duncan Creek ES,2.0,0.0,0.0,2,9/11/2020,Mill Creek
Dyer ES,1.0,0.0,0.0,1,9/11/2020,Mountain View
Ferguson ES,1.0,0.0,0.0,1,9/11/2020,Meadowcreek
Freeman's Mill ES,3.0,0.0,1.0,4,9/11/2020,Mountain View
GIVE West,0.0,0.0,1.0,1,9/11/2020,Other
Grayson HS,1.0,0.0,0.0,1,9/11/2020,Grayson
Harbins ES,1.0,1.0,0.0,2,9/11/2020,Archer
Hopkins ES,0.0,1.0,1.0,2,9/11/2020,Berkmar
Ivy Creek ES,1.0,0.0,0.0,1,9/11/2020,Mill Creek
Jenkins ES,2.0,0.0,0.0,2,9/11/2020,Central Gwinnett
Jones MS,16.0,0.0,0.0,16,9/11/2020,Mill Creek
Jordan MS,1.0,0.0,0.0,1,9/11/2020,Central Gwinnett
Kanoheda ES,0.0,0.0,1.0,1,9/11/2020,Berkmar
Knight ES,3.0,0.0,1.0,4,9/11/2020,Parkview
Lilburn MS,0.0,0.0,3.0,3,9/11/2020,Meadowcreek
Magill ES,27.0,0.0,1.0,28,9/11/2020,South Gwinnett
Maxwell HS of Technology,0.0,0.0,1.0,1,9/11/2020,Other
McKendree ES,0.0,0.0,1.0,1,9/11/2020,Collins Hill
Meadowcreek ES,0.0,1.0,0.0,1,9/11/2020,Meadowcreek
Meadowcreek HS,3.0,0.0,5.0,8,9/11/2020,Meadowcreek
Mill Creek HS,2.0,0.0,1.0,3,9/11/2020,Mill Creek
Mountain View HS,1.0,0.0,0.0,1,9/11/2020,Mountain View
Nesbit ES,0.0,0.0,2.0,2,9/11/2020,Meadowcreek
Norcross ES,0.0,0.0,1.0,1,9/11/2020,Norcross
North Gwinnett HS,1.0,0.0,0.0,1,9/11/2020,North Gwinnett
Norton ES,16.0,1.0,0.0,17,9/11/2020,South Gwinnett
Parkview HS,0.0,0.0,1.0,1,9/11/2020,Parkview
Peachtree Ridge HS,6.0,1.0,0.0,7,9/11/2020,Peachtree Ridge
Puckett's Mill ES,2.0,0.0,0.0,2,9/11/2020,Mill Creek
Rosebud ES,0.0,0.0,2.0,2,9/11/2020,South Gwinnett
Sugar Hill ES,1.0,0.0,0.0,1,9/11/2020,Lanier
Summerour MS,1.0,0.0,0.0,1,9/11/2020,Norcross
Trickum MS,2.0,0.0,0.0,2,9/11/2020,Parkview
