school,close_contact,positive_case,suspected_case,total,date,cluster
Parkview HS,3.0,2.0,0.0,5,1/6/2021,Parkview
Parsons ES,3.0,0.0,0.0,3,1/6/2021,Peachtree Ridge
Partee ES,0.0,1.0,0.0,1,1/6/2021,Shiloh
Paul Duke STEM HS,2.0,2.0,0.0,4,1/6/2021,Norcross
Peachtree Ridge HS,4.0,1.0,1.0,6,1/6/2021,Peachtree Ridge
Phoenix HS,0.0,1.0,0.0,1,1/6/2021,Other
Richards MS,1.0,0.0,2.0,3,1/6/2021,Discovery
Rock Springs ES,3.0,3.0,0.0,6,1/6/2021,Collins Hill
Rosebud ES,0.0,4.0,4.0,8,1/6/2021,South Gwinnett
Simonton ES,0.0,2.0,0.0,2,1/6/2021,Central Gwinnett
Snellville MS,1.0,1.0,2.0,4,1/6/2021,South Gwinnett
South Gwinnett HS,3.0,2.0,2.0,7,1/6/2021,South Gwinnett
Stripling ES,1.0,2.0,0.0,3,1/6/2021,Norcross
Sweetwater MS,1.0,1.0,1.0,3,1/6/2021,Berkmar
Sycamore ES,5.0,0.0,0.0,5,1/6/2021,Lanier
Taylor ES,0.0,3.0,0.0,3,1/6/2021,Collins Hill
Trickum MS,1.0,0.0,0.0,1,1/6/2021,Parkview
Twin Rivers MS,2.0,3.0,1.0,6,1/6/2021,Mountain View
Walnut Grove ES,0.0,1.0,0.0,1,1/6/2021,Collins Hill
Winn Holt ES,1.0,1.0,2.0,4,1/6/2021,Central Gwinnett
Alcova ES,0.0,0.0,1.0,1,10/7/2020,Dacula
Archer HS,12.0,1.0,1.0,14,10/7/2020,Archer
Beaver Ridge ES,1.0,0.0,0.0,1,10/7/2020,Norcross
Brookwood HS,35.0,2.0,0.0,37,10/7/2020,Brookwood
Burnette ES,0.0,0.0,2.0,2,10/7/2020,North Gwinnett
Collins Hill HS,1.0,0.0,0.0,1,10/7/2020,Collins Hill
Dacula ES,2.0,0.0,2.0,4,10/7/2020,Dacula
Dacula HS,8.0,0.0,1.0,9,10/7/2020,Dacula
Dacula MS,1.0,0.0,1.0,2,10/7/2020,Dacula
Duncan Creek ES,14.0,0.0,0.0,14,10/7/2020,Mill Creek
Fort Daniel ES,1.0,0.0,0.0,1,10/7/2020,Mill Creek
Graves ES,0.0,1.0,0.0,1,10/7/2020,Meadowcreek
Grayson HS,2.0,0.0,0.0,2,10/7/2020,Grayson
Gwinnett Online Campus,2.0,0.0,0.0,2,10/7/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",1.0,0.0,0.0,1,10/7/2020,Discovery
Head ES,1.0,0.0,0.0,1,10/7/2020,Brookwood
Ivy Creek ES,1.0,0.0,1.0,2,10/7/2020,Mill Creek
Jones MS,1.0,0.0,0.0,1,10/7/2020,Mill Creek
Kanoheda ES,1.0,0.0,0.0,1,10/7/2020,Berkmar
Knight ES,2.0,0.0,1.0,3,10/7/2020,Parkview
Mason ES,1.0,0.0,0.0,1,10/7/2020,Peachtree Ridge
McClure Health Science HS,1.0,0.0,4.0,5,10/7/2020,Meadowcreek
McConnell MS,1.0,0.0,0.0,1,10/7/2020,Archer Cluster
Meadowcreek ES,3.0,0.0,0.0,3,10/7/2020,Meadowcreek
Mountain View HS,2.0,0.0,0.0,2,10/7/2020,Mountain View
Mulberry ES,10.0,1.0,2.0,13,10/7/2020,Dacula
Norcross HS,3.0,0.0,1.0,4,10/7/2020,Norcross
North Gwinnett HS,3.0,0.0,4.0,7,10/7/2020,North Gwinnett
Oakland Meadow School,0.0,1.0,0.0,1,10/7/2020,Other
Parkview HS,1.0,0.0,0.0,1,10/7/2020,Parkview
Partee ES,2.0,1.0,0.0,3,10/7/2020,Shiloh
Peachtree ES,0.0,0.0,1.0,1,10/7/2020,Norcross
Pharr ES,2.0,0.0,0.0,2,10/7/2020,Grayson
Pinckneyville MS,0.0,0.0,1.0,1,10/7/2020,Norcross
Puckett's Mill ES,1.0,0.0,0.0,1,10/7/2020,Mill Creek
Richards MS,4.0,0.0,1.0,5,10/7/2020,Discovery
Rock Springs ES,1.0,0.0,0.0,1,10/7/2020,Collins Hill
Simonton ES,1.0,0.0,0.0,1,10/7/2020,Central Gwinnett
Simpson ES,4.0,0.0,0.0,4,10/7/2020,Norcross
Sweetwater MS,1.0,0.0,0.0,1,10/7/2020,Berkmar
Trickum MS,2.0,0.0,0.0,2,10/7/2020,Parkview
Twin Rivers MS,2.0,0.0,1.0,3,10/7/2020,Mountain View
Alcova ES,1.0,0.0,0.0,1,12/7/2020,Dacula
Anderson-Livsey ES,0.0,1.0,0.0,1,12/7/2020,Shiloh
Annistown ES,17.0,0.0,0.0,17,12/7/2020,Shiloh
Arcado ES,24.0,0.0,0.0,24,12/7/2020,Parkview
Archer HS,21.0,0.0,1.0,22,12/7/2020,Archer
Beaver Ridge ES,3.0,0.0,0.0,3,12/7/2020,Norcross
Benefield ES,1.0,0.0,1.0,2,12/7/2020,Discovery
Berkeley Lake ES,8.0,0.0,1.0,9,12/7/2020,Duluth
Berkmar HS,0.0,1.0,0.0,1,12/7/2020,Berkmar
Berkmar MS,0.0,2.0,1.0,3,12/7/2020,Berkmar
Brookwood HS,1.0,2.0,0.0,3,12/7/2020,Brookwood
Burnette ES,1.0,0.0,0.0,1,12/7/2020,North Gwinnett
Camp Creek ES,3.0,0.0,0.0,3,12/7/2020,Parkview
Cedar Hill ES,18.0,2.0,0.0,20,12/7/2020,Discovery
Chattahoochee ES,1.0,0.0,0.0,1,12/7/2020,Duluth
Chesney ES,3.0,0.0,0.0,3,12/7/2020,Duluth
Coleman MS,1.0,0.0,0.0,1,12/7/2020,Duluth
Collins Hill HS,16.0,1.0,0.0,17,12/7/2020,Collins Hill
Craig ES,1.0,0.0,0.0,1,12/7/2020,Brookwood
Creekland MS,1.0,0.0,0.0,1,12/7/2020,Collins Hill
Dacula ES,2.0,1.0,0.0,3,12/7/2020,Dacula
Dacula HS,5.0,0.0,0.0,5,12/7/2020,Dacula
Dacula MS,1.0,0.0,0.0,1,12/7/2020,Dacula
Discovery HS,3.0,2.0,0.0,5,12/7/2020,Discovery
Duluth HS,6.0,2.0,0.0,8,12/7/2020,Duluth
Duluth MS,9.0,0.0,2.0,11,12/7/2020,Duluth
Duncan Creek ES,2.0,0.0,0.0,2,12/7/2020,Mill Creek
Ferguson ES,0.0,0.0,1.0,1,12/7/2020,Meadowcreek
Five Forks MS,25.0,3.0,0.0,28,12/7/2020,Brookwood
Fort Daniel ES,3.0,0.0,0.0,3,12/7/2020,Mill Creek
Freeman's Mill ES,4.0,0.0,0.0,4,12/7/2020,Mountain View
Grace Snell MS,0.0,1.0,1.0,2,12/7/2020,South Gwinnett
Graves ES,3.0,0.0,1.0,4,12/7/2020,Meadowcreek
Grayson HS,4.0,2.0,0.0,6,12/7/2020,Grayson
Gwin Oaks ES,1.0,0.0,0.0,1,12/7/2020,Brookwood
"Gwinnett School of Mathematics, Science, and Technology",2.0,0.0,0.0,2,12/7/2020,Discovery
Harbins ES,1.0,0.0,0.0,1,12/7/2020,Archer
Harris ES,10.0,0.0,0.0,10,12/7/2020,Duluth
Ivy Creek ES,1.0,0.0,0.0,1,12/7/2020,Mill Creek
Jackson ES,3.0,0.0,0.0,3,12/7/2020,Peachtree Ridge
Jenkins ES,2.0,0.0,0.0,2,12/7/2020,Central Gwinnett
Jones MS,17.0,0.0,0.0,17,12/7/2020,Mill Creek
Knight ES,4.0,1.0,1.0,6,12/7/2020,Parkview
Lanier HS,14.0,4.0,1.0,19,12/7/2020,Lanier
Lanier MS,1.0,0.0,0.0,1,12/7/2020,Lanier
Level Creek ES,1.0,0.0,0.0,1,12/7/2020,North Gwinnett
Mason ES,7.0,1.0,0.0,8,12/7/2020,Peachtree Ridge
Meadowcreek ES,1.0,1.0,0.0,2,12/7/2020,Meadowcreek
Meadowcreek HS,2.0,1.0,1.0,4,12/7/2020,Meadowcreek
Mill Creek HS,3.0,0.0,0.0,3,12/7/2020,Mill Creek
Minor ES,1.0,0.0,0.0,1,12/7/2020,Berkmar
Moore MS,1.0,0.0,0.0,1,12/7/2020,Central Gwinnett
Mountain Park ES,1.0,0.0,0.0,1,12/7/2020,Parkview
Mountain View HS,4.0,0.0,2.0,6,12/7/2020,Mountain View
Norcross HS,5.0,2.0,3.0,10,12/7/2020,Norcross
North Gwinnett HS,16.0,0.0,0.0,16,12/7/2020,North Gwinnett
North Gwinnett MS,7.0,0.0,0.0,7,12/7/2020,North Gwinnett
Oakland Meadow School,2.0,0.0,0.0,2,12/7/2020,Other
Osborne MS,2.0,0.0,0.0,2,12/7/2020,Mill Creek
Parkview HS,12.0,0.0,0.0,12,12/7/2020,Parkview
Parsons ES,6.0,0.0,0.0,6,12/7/2020,Peachtree Ridge
Partee ES,6.0,1.0,0.0,7,12/7/2020,Shiloh
Paul Duke STEM HS,2.0,1.0,0.0,3,12/7/2020,Norcross
Peachtree ES,6.0,0.0,1.0,7,12/7/2020,Norcross
Peachtree Ridge HS,0.0,2.0,0.0,2,12/7/2020,Peachtree Ridge
Riverside ES,3.0,0.0,0.0,3,12/7/2020,North Gwinnett
Rock Springs ES,6.0,1.0,0.0,7,12/7/2020,Collins Hill
Rockbridge ES,16.0,0.0,0.0,16,12/7/2020,Meadowcreek
Shiloh ES,24.0,0.0,1.0,25,12/7/2020,Shiloh
Shiloh HS,1.0,0.0,0.0,1,12/7/2020,Shiloh
Shiloh MS,13.0,1.0,0.0,14,12/7/2020,Shiloh
Simonton ES,10.0,1.0,0.0,11,12/7/2020,Central Gwinnett
South Gwinnett HS,2.0,0.0,0.0,2,12/7/2020,South Gwinnett
Stripling ES,1.0,0.0,0.0,1,12/7/2020,Norcross
Sugar Hill ES,2.0,0.0,0.0,2,12/7/2020,Lanier
Summerour MS,0.0,1.0,0.0,1,12/7/2020,Norcross
Sweetwater MS,1.0,0.0,0.0,1,12/7/2020,Berkmar
Sycamore ES,2.0,0.0,0.0,2,12/7/2020,Lanier
Taylor ES,1.0,0.0,0.0,1,12/7/2020,Collins Hill
Trickum MS,2.0,0.0,0.0,2,12/7/2020,Parkview
Twin Rivers MS,1.0,0.0,0.0,1,12/7/2020,Mountain View
Walnut Grove ES,1.0,0.0,0.0,1,12/7/2020,Collins Hill
Winn Holt ES,1.0,0.0,1.0,2,12/7/2020,Central Gwinnett
Baggett ES,1.0,0.0,1.0,2,10/8/2020,Discovery
Britt ES,1.0,0.0,1.0,2,10/8/2020,South Gwinnett
Brookwood HS,1.0,0.0,0.0,1,10/8/2020,Brookwood
Burnette ES,0.0,0.0,1.0,1,10/8/2020,North Gwinnett
Collins Hill HS,0.0,1.0,1.0,2,10/8/2020,Collins Hill
Cooper ES,11.0,0.0,1.0,12,10/8/2020,Archer
Corley ES,1.0,0.0,0.0,1,10/8/2020,Berkmar
Craig ES,2.0,0.0,1.0,3,10/8/2020,Brookwood
Creekland MS,0.0,0.0,1.0,1,10/8/2020,Collins Hill
Dacula ES,0.0,0.0,1.0,1,10/8/2020,Dacula
Discovery HS,0.0,0.0,1.0,1,10/8/2020,Discovery
Duluth HS,0.0,1.0,2.0,3,10/8/2020,Duluth
Duncan Creek ES,3.0,0.0,0.0,3,10/8/2020,Mill Creek
Dyer ES,0.0,0.0,1.0,1,10/8/2020,Mountain View
Freeman's Mill ES,2.0,0.0,0.0,2,10/8/2020,Mountain View
Grayson HS,11.0,2.0,0.0,13,10/8/2020,Grayson
Harbins ES,2.0,1.0,0.0,3,10/8/2020,Archer
Harris ES,3.0,1.0,0.0,4,10/8/2020,Duluth
Ivy Creek ES,1.0,0.0,1.0,2,10/8/2020,Mill Creek
Jones MS,0.0,1.0,0.0,1,10/8/2020,Mill Creek
Knight ES,2.0,0.0,2.0,4,10/8/2020,Parkview
Lanier HS,1.0,0.0,0.0,1,10/8/2020,Lanier
Meadowcreek HS,0.0,1.0,0.0,1,10/8/2020,Meadowcreek
Mill Creek HS,1.0,1.0,0.0,2,10/8/2020,Mill Creek
Mountain View HS,2.0,0.0,0.0,2,10/8/2020,Mountain View
North Gwinnett HS,18.0,1.0,0.0,19,10/8/2020,North Gwinnett
Peachtree ES,0.0,0.0,1.0,1,10/8/2020,Norcross
Pinckneyville MS,2.0,0.0,0.0,2,10/8/2020,Norcross
Puckett's Mill ES,1.0,0.0,0.0,1,10/8/2020,Mill Creek
Radloff MS,0.0,0.0,3.0,3,10/8/2020,Meadowcreek
Richards MS,1.0,0.0,1.0,2,10/8/2020,Discovery
Rock Springs ES,0.0,0.0,1.0,1,10/8/2020,Collins Hill
Rockbridge ES,1.0,0.0,0.0,1,10/8/2020,Meadowcreek
Starling ES,1.0,1.0,0.0,2,10/8/2020,Grayson
Stripling ES,0.0,2.0,0.0,2,10/8/2020,Norcross
Sugar Hill ES,1.0,0.0,0.0,1,10/8/2020,Lanier
Sweetwater MS,1.0,0.0,0.0,1,10/8/2020,Berkmar
Alcova ES,1.0,0.0,0.0,1,12/8/2020,Dacula
Alford ES,8.0,1.0,0.0,9,12/8/2020,Discovery
Annistown ES,1.0,0.0,0.0,1,12/8/2020,Shiloh
Arcado ES,4.0,0.0,0.0,4,12/8/2020,Parkview
Archer HS,24.0,1.0,4.0,29,12/8/2020,Archer
Bay Creek MS,2.0,0.0,0.0,2,12/8/2020,Grayson
Beaver Ridge ES,0.0,1.0,0.0,1,12/8/2020,Norcross
Benefield ES,11.0,1.0,0.0,12,12/8/2020,Discovery
Berkeley Lake ES,2.0,0.0,0.0,2,12/8/2020,Duluth
Berkmar HS,12.0,1.0,1.0,14,12/8/2020,Berkmar
Berkmar MS,13.0,0.0,0.0,13,12/8/2020,Berkmar
Brookwood ES,12.0,1.0,0.0,13,12/8/2020,Brookwood
Brookwood HS,20.0,2.0,1.0,23,12/8/2020,Brookwood
Buice Center,6.0,1.0,0.0,7,12/8/2020,Other
Burnette ES,5.0,0.0,4.0,9,12/8/2020,North Gwinnett
Cedar Hill ES,2.0,1.0,0.0,3,12/8/2020,Discovery
Central Gwinnett HS,1.0,1.0,0.0,2,12/8/2020,Central Gwinnett
Chattahoochee ES,1.0,0.0,1.0,2,12/8/2020,Duluth
Chesney ES,4.0,0.0,0.0,4,12/8/2020,Duluth
Cooper ES,12.0,0.0,2.0,14,12/8/2020,Archer
Corley ES,1.0,0.0,0.0,1,12/8/2020,Berkmar
Creekland MS,2.0,0.0,1.0,3,12/8/2020,Collins Hill
Crews MS,3.0,1.0,0.0,4,12/8/2020,Brookwood
Dacula ES,11.0,2.0,6.0,19,12/8/2020,Dacula
Dacula HS,5.0,1.0,1.0,7,12/8/2020,Dacula
Dacula MS,1.0,0.0,1.0,2,12/8/2020,Dacula
Discovery HS,2.0,1.0,0.0,3,12/8/2020,Discovery
Duluth HS,1.0,0.0,1.0,2,12/8/2020,Duluth
Duluth MS,6.0,0.0,0.0,6,12/8/2020,Duluth
Duncan Creek ES,9.0,0.0,0.0,9,12/8/2020,Mill Creek
Dyer ES,16.0,1.0,3.0,20,12/8/2020,Mountain View
Five Forks MS,24.0,2.0,0.0,26,12/8/2020,Brookwood
Fort Daniel ES,3.0,1.0,0.0,4,12/8/2020,Mill Creek
Freeman's Mill ES,1.0,0.0,2.0,3,12/8/2020,Mountain View
GIVE West,1.0,0.0,0.0,1,12/8/2020,Other
Grace Snell MS,0.0,1.0,0.0,1,12/8/2020,South Gwinnett
Graves ES,0.0,0.0,1.0,1,12/8/2020,Meadowcreek
Grayson ES,1.0,0.0,0.0,1,12/8/2020,Grayson
Grayson HS,9.0,4.0,1.0,14,12/8/2020,Grayson
Gwin Oaks ES,7.0,2.0,0.0,9,12/8/2020,Brookwood
Harbins ES,7.0,1.0,0.0,8,12/8/2020,Archer
Harmony ES,2.0,0.0,2.0,4,12/8/2020,Mill Creek
Harris ES,1.0,0.0,0.0,1,12/8/2020,Duluth
Head ES,1.0,0.0,1.0,2,12/8/2020,Brookwood
Hopkins ES,8.0,0.0,0.0,8,12/8/2020,Berkmar
Hull MS,2.0,2.0,0.0,4,12/8/2020,Peachtree Ridge
International Transition Center,1.0,1.0,0.0,2,12/8/2020,Other
Ivy Creek ES,3.0,2.0,0.0,5,12/8/2020,Mill Creek
Jackson ES,0.0,1.0,0.0,1,12/8/2020,Peachtree Ridge
Jenkins ES,3.0,0.0,0.0,3,12/8/2020,Central Gwinnett
Jones MS,2.0,2.0,0.0,4,12/8/2020,Mill Creek
Knight ES,6.0,0.0,2.0,8,12/8/2020,Parkview
Lanier HS,1.0,0.0,2.0,3,12/8/2020,Lanier
Lanier MS,3.0,0.0,0.0,3,12/8/2020,Lanier
Lilburn MS,5.0,0.0,1.0,6,12/8/2020,Meadowcreek
Lovin ES,12.0,2.0,0.0,14,12/8/2020,Archer
Magill ES,20.0,1.0,0.0,21,12/8/2020,South Gwinnett
Mason ES,7.0,0.0,0.0,7,12/8/2020,Peachtree Ridge
Maxwell,0.0,0.0,2.0,2,12/8/2020,Other
McConnell MS,4.0,0.0,0.0,4,12/8/2020,Archer Cluster
McKendree ES,3.0,1.0,0.0,4,12/8/2020,Collins Hill
Meadowcreek ES,3.0,0.0,3.0,6,12/8/2020,Meadowcreek
Meadowcreek HS,4.0,1.0,1.0,6,12/8/2020,Meadowcreek
Mill Creek HS,25.0,1.0,0.0,26,12/8/2020,Mill Creek
Minor ES,1.0,0.0,0.0,1,12/8/2020,Berkmar
Mountain Park ES,2.0,0.0,0.0,2,12/8/2020,Parkview
Mountain View HS,9.0,0.0,1.0,10,12/8/2020,Mountain View
Norcross HS,14.0,2.0,0.0,16,12/8/2020,Norcross
North Gwinnett HS,30.0,1.0,5.0,36,12/8/2020,North Gwinnett
North Gwinnett MS,1.0,4.0,0.0,5,12/8/2020,North Gwinnett
Northbrook MS,3.0,0.0,1.0,4,12/8/2020,Peachtree Ridge
Norton ES,0.0,0.0,2.0,2,12/8/2020,South Gwinnett
Oakland Meadow School,4.0,0.0,1.0,5,12/8/2020,Other
Osborne MS,6.0,0.0,0.0,6,12/8/2020,Mill Creek
Parkview HS,11.0,3.0,3.0,17,12/8/2020,Parkview
Parsons ES,0.0,1.0,0.0,1,12/8/2020,Peachtree Ridge
Paul Duke STEM HS,3.0,0.0,0.0,3,12/8/2020,Norcross
Peachtree ES,1.0,0.0,0.0,1,12/8/2020,Norcross
Peachtree Ridge HS,2.0,3.0,0.0,5,12/8/2020,Peachtree Ridge
Pharr ES,8.0,0.0,1.0,9,12/8/2020,Grayson
Pinckneyville MS,16.0,1.0,0.0,17,12/8/2020,Norcross
Puckett's Mill ES,12.0,0.0,3.0,15,12/8/2020,Mill Creek
Radloff MS,0.0,1.0,0.0,1,12/8/2020,Meadowcreek
Richards MS,7.0,0.0,4.0,11,12/8/2020,Discovery
Riverside ES,4.0,0.0,0.0,4,12/8/2020,North Gwinnett
Rockbridge ES,1.0,0.0,0.0,1,12/8/2020,Meadowcreek
Shiloh ES,8.0,0.0,1.0,9,12/8/2020,Shiloh
Shiloh HS,5.0,0.0,1.0,6,12/8/2020,Shiloh
Shiloh MS,11.0,1.0,0.0,12,12/8/2020,Shiloh
Simpson ES,3.0,0.0,0.0,3,12/8/2020,Norcross
South Gwinnett HS,0.0,2.0,0.0,2,12/8/2020,South Gwinnett
Starling ES,2.0,0.0,0.0,2,12/8/2020,Grayson
Stripling ES,1.0,0.0,0.0,1,12/8/2020,Norcross
Sugar Hill ES,2.0,0.0,0.0,2,12/8/2020,Lanier
Summerour MS,2.0,2.0,0.0,4,12/8/2020,Norcross
Suwanee ES,3.0,0.0,0.0,3,12/8/2020,North Gwinnett
Taylor ES,2.0,0.0,0.0,2,12/8/2020,Collins Hill
Trickum MS,2.0,1.0,0.0,3,12/8/2020,Parkview
Twin Rivers MS,33.0,2.0,0.0,35,12/8/2020,Mountain View
White Oak ES,1.0,0.0,0.0,1,12/8/2020,Lanier
Woodward Mill ES,1.0,0.0,0.0,1,12/8/2020,Mountain View
Alcova ES,6.0,1.0,0.0,7,1/8/2021,Dacula
Annistown ES,1.0,0.0,0.0,1,1/8/2021,Shiloh
Archer HS,21.0,5.0,9.0,35,1/8/2021,Archer
Baggett ES,2.0,2.0,0.0,4,1/8/2021,Discovery
Baldwin ES,4.0,0.0,0.0,4,1/8/2021,Norcross
Bay Creek MS,5.0,1.0,0.0,6,1/8/2021,Grayson
Beaver Ridge ES,2.0,0.0,0.0,2,1/8/2021,Norcross
Benefield ES,16.0,1.0,2.0,19,1/8/2021,Discovery
Berkeley Lake ES,3.0,1.0,6.0,10,1/8/2021,Duluth
Berkmar HS,11.0,5.0,0.0,16,1/8/2021,Berkmar
Berkmar MS,7.0,3.0,0.0,10,1/8/2021,Berkmar
Britt ES,4.0,3.0,1.0,8,1/8/2021,South Gwinnett
Brookwood ES,7.0,0.0,0.0,7,1/8/2021,Brookwood
Brookwood HS,19.0,3.0,2.0,24,1/8/2021,Brookwood
Burnette ES,3.0,1.0,0.0,4,1/8/2021,North Gwinnett
Camp Creek ES,8.0,2.0,2.0,12,1/8/2021,Parkview
Cedar Hill ES,7.0,2.0,1.0,10,1/8/2021,Discovery
Central Gwinnett HS,2.0,8.0,0.0,10,1/8/2021,Central Gwinnett
Chattahoochee ES,6.0,0.0,2.0,8,1/8/2021,Duluth
Chesney ES,9.0,0.0,3.0,12,1/8/2021,Duluth
Coleman MS,5.0,4.0,0.0,9,1/8/2021,Duluth
Collins Hill HS,1.0,0.0,0.0,1,1/8/2021,Collins Hill
Cooper ES,9.0,2.0,0.0,11,1/8/2021,Archer
Corley ES,4.0,1.0,1.0,6,1/8/2021,Berkmar
Couch MS,5.0,3.0,1.0,9,1/8/2021,Grayson
Craig ES,9.0,2.0,0.0,11,1/8/2021,Brookwood
Creekland MS,9.0,3.0,6.0,18,1/8/2021,Collins Hill
Crews MS,9.0,1.0,0.0,10,1/8/2021,Brookwood
Dacula ES,12.0,0.0,2.0,14,1/8/2021,Dacula
Dacula HS,13.0,2.0,2.0,17,1/8/2021,Dacula
Dacula MS,13.0,3.0,0.0,16,1/8/2021,Dacula
Discovery HS,6.0,3.0,0.0,9,1/8/2021,Discovery
Duluth HS,11.0,6.0,2.0,19,1/8/2021,Duluth
Duncan Creek ES,10.0,3.0,2.0,15,1/8/2021,Mill Creek
Dyer ES,10.0,0.0,1.0,11,1/8/2021,Mountain View
Ferguson ES,2.0,0.0,0.0,2,1/8/2021,Meadowcreek
Five Forks MS,9.0,5.0,1.0,15,1/8/2021,Brookwood
Fort Daniel ES,3.0,0.0,0.0,3,1/8/2021,Mill Creek
Freeman's Mill ES,5.0,0.0,0.0,5,1/8/2021,Mountain View
GIVE East,1.0,1.0,1.0,3,1/8/2021,Other
Grace Snell MS,3.0,0.0,2.0,5,1/8/2021,South Gwinnett
Graves ES,4.0,1.0,0.0,5,1/8/2021,Meadowcreek
Grayson ES,14.0,0.0,0.0,14,1/8/2021,Grayson
Grayson HS,13.0,4.0,0.0,17,1/8/2021,Grayson
Gwin Oaks ES,7.0,1.0,2.0,10,1/8/2021,Brookwood
Gwinnett Online Campus,0.0,2.0,0.0,2,1/8/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",6.0,2.0,2.0,10,1/8/2021,Discovery
Harbins ES,13.0,1.0,2.0,16,1/8/2021,Archer
Harmony ES,6.0,0.0,7.0,13,1/8/2021,Mill Creek
Harris ES,3.0,1.0,1.0,5,1/8/2021,Duluth
Head ES,4.0,0.0,0.0,4,1/8/2021,Brookwood
Hopkins ES,0.0,1.0,0.0,1,1/8/2021,Berkmar
Hull MS,1.0,0.0,0.0,1,1/8/2021,Peachtree Ridge
International Transition Center,1.0,0.0,0.0,1,1/8/2021,Other
Ivy Creek ES,13.0,1.0,1.0,15,1/8/2021,Mill Creek
Jackson ES,1.0,0.0,0.0,1,1/8/2021,Peachtree Ridge
Jenkins ES,1.0,2.0,1.0,4,1/8/2021,Central Gwinnett
Jones MS,8.0,2.0,1.0,11,1/8/2021,Mill Creek
Jordan MS,4.0,0.0,0.0,4,1/8/2021,Central Gwinnett
Kanoheda ES,15.0,2.0,0.0,17,1/8/2021,Berkmar
Knight ES,7.0,0.0,3.0,10,1/8/2021,Parkview
Lanier HS,11.0,8.0,3.0,22,1/8/2021,Lanier
Lanier MS,13.0,3.0,0.0,16,1/8/2021,Lanier
Lawrenceville ES,0.0,0.0,1.0,1,1/8/2021,Central Gwinnett
Level Creek ES,3.0,0.0,0.0,3,1/8/2021,North Gwinnett
Lilburn ES,2.0,1.0,0.0,3,1/8/2021,Meadowcreek
Lilburn MS,0.0,1.0,1.0,2,1/8/2021,Meadowcreek
Lovin ES,13.0,1.0,0.0,14,1/8/2021,Archer
Maxwell,1.0,0.0,1.0,2,1/8/2021,Other
McClure Health Science HS,1.0,0.0,3.0,4,1/8/2021,Meadowcreek
McConnell MS,9.0,2.0,2.0,13,1/8/2021,Archer Cluster
McKendree ES,5.0,2.0,0.0,7,1/8/2021,Collins Hill
Meadowcreek ES,6.0,5.0,2.0,13,1/8/2021,Meadowcreek
Meadowcreek HS,1.0,0.0,1.0,2,1/8/2021,Meadowcreek
Mill Creek HS,11.0,3.0,1.0,15,1/8/2021,Mill Creek
Minor ES,3.0,1.0,0.0,4,1/8/2021,Berkmar
Moore MS,2.0,1.0,0.0,3,1/8/2021,Central Gwinnett
Mountain Park ES,2.0,1.0,0.0,3,1/8/2021,Parkview
Mountain View HS,16.0,8.0,2.0,26,1/8/2021,Mountain View
Nesbit ES,7.0,1.0,0.0,8,1/8/2021,Meadowcreek
Norcross HS,3.0,2.0,1.0,6,1/8/2021,Norcross
North Gwinnett HS,10.0,8.0,2.0,20,1/8/2021,North Gwinnett
North Gwinnett MS,23.0,9.0,2.0,34,1/8/2021,North Gwinnett
Northbrook MS,1.0,1.0,0.0,2,1/8/2021,Peachtree Ridge
Norton ES,1.0,1.0,0.0,2,1/8/2021,South Gwinnett
Osborne MS,11.0,3.0,2.0,16,1/8/2021,Mill Creek
Parkview HS,7.0,4.0,0.0,11,1/8/2021,Parkview
Parsons ES,5.0,0.0,0.0,5,1/8/2021,Peachtree Ridge
Partee ES,1.0,0.0,0.0,1,1/8/2021,Shiloh
Patrick ES,2.0,0.0,1.0,3,1/8/2021,Mountain View
Paul Duke STEM HS,7.0,2.0,0.0,9,1/8/2021,Norcross
Peachtree ES,7.0,0.0,1.0,8,1/8/2021,Norcross
Peachtree Ridge HS,11.0,0.0,0.0,11,1/8/2021,Peachtree Ridge
Pharr ES,3.0,1.0,0.0,4,1/8/2021,Grayson
Pinckneyville MS,4.0,1.0,2.0,7,1/8/2021,Norcross
Puckett's Mill ES,6.0,0.0,0.0,6,1/8/2021,Mill Creek
Radloff MS,3.0,1.0,0.0,4,1/8/2021,Meadowcreek
Richards MS,8.0,6.0,1.0,15,1/8/2021,Discovery
Riverside ES,8.0,1.0,0.0,9,1/8/2021,North Gwinnett
Rock Springs ES,9.0,3.0,3.0,15,1/8/2021,Collins Hill
Rockbridge ES,1.0,0.0,1.0,2,1/8/2021,Meadowcreek
Rosebud ES,5.0,0.0,0.0,5,1/8/2021,South Gwinnett
Shiloh ES,3.0,5.0,1.0,9,1/8/2021,Shiloh
Shiloh HS,2.0,1.0,0.0,3,1/8/2021,Shiloh
Shiloh MS,4.0,2.0,0.0,6,1/8/2021,Shiloh
Simonton ES,5.0,0.0,1.0,6,1/8/2021,Central Gwinnett
South Gwinnett HS,2.0,2.0,1.0,5,1/8/2021,South Gwinnett
Starling ES,8.0,3.0,0.0,11,1/8/2021,Grayson
Sugar Hill ES,9.0,2.0,0.0,11,1/8/2021,Lanier
Summerour MS,1.0,0.0,0.0,1,1/8/2021,Norcross
Suwanee ES,0.0,1.0,0.0,1,1/8/2021,North Gwinnett
Sweetwater MS,9.0,0.0,0.0,9,1/8/2021,Berkmar
