school,close_contact,positive_case,suspected_case,total,date,cluster
Peachtree Ridge HS,3.0,1.0,3.0,7,11/30/2020,Peachtree Ridge
Pharr ES,4.0,0.0,0.0,4,11/30/2020,Grayson
Phoenix HS,0.0,0.0,0.0,0,11/30/2020,Other
Pinckneyville MS,3.0,0.0,0.0,3,11/30/2020,Norcross
Puckett's Mill ES,11.0,3.0,1.0,15,11/30/2020,Mill Creek
Radloff MS,0.0,0.0,0.0,0,11/30/2020,Meadowcreek
Richards MS,18.0,1.0,0.0,19,11/30/2020,Discovery
Riverside ES,6.0,0.0,1.0,7,11/30/2020,North Gwinnett
Roberts ES,0.0,1.0,0.0,1,11/30/2020,North Gwinnett
Rock Springs ES,0.0,0.0,0.0,0,11/30/2020,Collins Hill
Rockbridge ES,31.0,0.0,0.0,31,11/30/2020,Meadowcreek
Rosebud ES,0.0,0.0,0.0,0,11/30/2020,South Gwinnett
Shiloh ES,0.0,0.0,0.0,0,11/30/2020,Shiloh
Shiloh HS,0.0,0.0,0.0,0,11/30/2020,Shiloh
Shiloh MS,36.0,1.0,2.0,39,11/30/2020,Shiloh
Simonton ES,1.0,0.0,0.0,1,11/30/2020,Central Gwinnett
Simpson ES,15.0,0.0,0.0,15,11/30/2020,Norcross
Snellville MS,26.0,0.0,1.0,27,11/30/2020,South Gwinnett
South Gwinnett HS,2.0,0.0,0.0,2,11/30/2020,South Gwinnett
Starling ES,2.0,0.0,0.0,2,11/30/2020,Grayson
Stripling ES,0.0,0.0,0.0,0,11/30/2020,Norcross
Sugar Hill ES,11.0,0.0,0.0,11,11/30/2020,Lanier
Summerour MS,1.0,0.0,0.0,1,11/30/2020,Norcross
Suwanee ES,3.0,1.0,0.0,4,11/30/2020,North Gwinnett
Sweetwater MS,1.0,0.0,0.0,1,11/30/2020,Berkmar
Sycamore ES,12.0,0.0,0.0,12,11/30/2020,Lanier
Taylor ES,5.0,1.0,0.0,6,11/30/2020,Collins Hill
Trickum MS,0.0,0.0,0.0,0,11/30/2020,Parkview
Trip ES,1.0,0.0,0.0,1,11/30/2020,Grayson
Twin Rivers MS,0.0,0.0,0.0,0,11/30/2020,Mountain View
Walnut Grove ES,1.0,0.0,0.0,1,11/30/2020,Collins Hill
White Oak ES,16.0,0.0,0.0,16,11/30/2020,Lanier
Winn Holt ES,15.0,0.0,0.0,15,11/30/2020,Central Gwinnett
Woodward Mill ES,0.0,0.0,0.0,0,11/30/2020,Mountain View
Alcova ES,2.0,1.0,0.0,3,3/30/2021,Dacula
Alford ES,0.0,0.0,0.0,0,3/30/2021,Discovery
Anderson-Livsey ES,0.0,0.0,0.0,0,3/30/2021,Shiloh
Annistown ES,4.0,0.0,0.0,4,3/30/2021,Shiloh
Arcado ES,0.0,0.0,1.0,1,3/30/2021,Parkview
Archer HS,1.0,1.0,2.0,4,3/30/2021,Archer
Baggett ES,1.0,0.0,0.0,1,3/30/2021,Discovery
Baldwin ES,1.0,0.0,0.0,1,3/30/2021,Norcross
Bay Creek MS,7.0,1.0,1.0,9,3/30/2021,Grayson
Beaver Ridge ES,0.0,0.0,0.0,0,3/30/2021,Norcross
Benefield ES,2.0,0.0,0.0,2,3/30/2021,Discovery
Berkeley Lake ES,7.0,1.0,0.0,8,3/30/2021,Duluth
Berkmar HS,0.0,0.0,0.0,0,3/30/2021,Berkmar
Berkmar MS,12.0,0.0,3.0,15,3/30/2021,Berkmar
Bethesda ES,1.0,0.0,0.0,1,3/30/2021,Berkmar
Britt ES,2.0,0.0,0.0,2,3/30/2021,South Gwinnett
Brookwood ES,19.0,1.0,0.0,20,3/30/2021,Brookwood
Brookwood HS,10.0,1.0,0.0,11,3/30/2021,Brookwood
Buice Center,1.0,0.0,1.0,2,3/30/2021,Other
Burnette ES,0.0,1.0,0.0,1,3/30/2021,North Gwinnett
Camp Creek ES,0.0,0.0,0.0,0,3/30/2021,Parkview
Cedar Hill ES,21.0,0.0,4.0,25,3/30/2021,Discovery
Centerville ES,1.0,0.0,0.0,1,3/30/2021,Shiloh
Central Gwinnett HS,5.0,1.0,0.0,6,3/30/2021,Central Gwinnett
Chattahoochee ES,26.0,2.0,2.0,30,3/30/2021,Duluth
Chesney ES,8.0,4.0,0.0,12,3/30/2021,Duluth
Coleman MS,1.0,1.0,0.0,2,3/30/2021,Duluth
Collins Hill HS,10.0,2.0,0.0,12,3/30/2021,Collins Hill
Cooper ES,36.0,2.0,1.0,39,3/30/2021,Archer
Corley ES,0.0,0.0,0.0,0,3/30/2021,Berkmar
Couch MS,4.0,1.0,0.0,5,3/30/2021,Grayson
Craig ES,0.0,0.0,0.0,0,3/30/2021,Brookwood
Creekland MS,2.0,0.0,3.0,5,3/30/2021,Collins Hill
Crews MS,2.0,1.0,0.0,3,3/30/2021,Brookwood
Dacula ES,12.0,1.0,1.0,14,3/30/2021,Dacula
Dacula HS,0.0,0.0,3.0,3,3/30/2021,Dacula
Dacula MS,3.0,1.0,0.0,4,3/30/2021,Dacula
Discovery HS,1.0,0.0,2.0,3,3/30/2021,Discovery
Duluth HS,9.0,2.0,1.0,12,3/30/2021,Duluth
Duluth MS,4.0,0.0,3.0,7,3/30/2021,Duluth
Duncan Creek ES,15.0,1.0,0.0,16,3/30/2021,Mill Creek
Dyer ES,1.0,0.0,2.0,3,3/30/2021,Mountain View
Ferguson ES,2.0,0.0,0.0,2,3/30/2021,Meadowcreek
Five Forks MS,3.0,0.0,0.0,3,3/30/2021,Brookwood
Fort Daniel ES,0.0,0.0,0.0,0,3/30/2021,Mill Creek
Freeman's Mill ES,3.0,0.0,0.0,3,3/30/2021,Mountain View
GIVE East,1.0,0.0,1.0,2,3/30/2021,Other
GIVE West,0.0,0.0,0.0,0,3/30/2021,Other
Grace Snell MS,0.0,1.0,0.0,1,3/30/2021,South Gwinnett
Graves ES,0.0,0.0,0.0,0,3/30/2021,Meadowcreek
Grayson ES,8.0,1.0,2.0,11,3/30/2021,Grayson
Grayson HS,17.0,4.0,0.0,21,3/30/2021,Grayson
Gwin Oaks ES,19.0,2.0,0.0,21,3/30/2021,Brookwood
Gwinnett Online Campus,0.0,0.0,0.0,0,3/30/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",0.0,0.0,0.0,0,3/30/2021,Discovery
Harbins ES,0.0,1.0,0.0,1,3/30/2021,Archer
Harmony ES,0.0,1.0,2.0,3,3/30/2021,Mill Creek
Harris ES,0.0,1.0,1.0,2,3/30/2021,Duluth
Head ES,0.0,0.0,0.0,0,3/30/2021,Brookwood
Hopkins ES,2.0,0.0,3.0,5,3/30/2021,Berkmar
Hull MS,0.0,0.0,0.0,0,3/30/2021,Peachtree Ridge
International Transition Center,4.0,0.0,1.0,5,3/30/2021,Other
Ivy Creek ES,1.0,0.0,2.0,3,3/30/2021,Mill Creek
Jackson ES,2.0,0.0,0.0,2,3/30/2021,Peachtree Ridge
Jenkins ES,1.0,0.0,0.0,1,3/30/2021,Central Gwinnett
Jones MS,1.0,0.0,0.0,1,3/30/2021,Mill Creek
Jordan MS,1.0,2.0,0.0,3,3/30/2021,Central Gwinnett
Kanoheda ES,1.0,0.0,0.0,1,3/30/2021,Berkmar
Knight ES,10.0,1.0,0.0,11,3/30/2021,Parkview
Lanier HS,2.0,1.0,1.0,4,3/30/2021,Lanier
Lanier MS,5.0,0.0,2.0,7,3/30/2021,Lanier
Lawrenceville ES,3.0,0.0,0.0,3,3/30/2021,Central Gwinnett
Level Creek ES,3.0,0.0,0.0,3,3/30/2021,North Gwinnett
Lilburn ES,1.0,0.0,0.0,1,3/30/2021,Meadowcreek
Lilburn MS,0.0,0.0,1.0,1,3/30/2021,Meadowcreek
Lovin ES,0.0,0.0,0.0,0,3/30/2021,Archer
Magill ES,38.0,4.0,2.0,44,3/30/2021,South Gwinnett
Mason ES,11.0,1.0,0.0,12,3/30/2021,Peachtree Ridge
Maxwell,0.0,0.0,1.0,1,3/30/2021,Other
McClure Health Science HS,8.0,0.0,3.0,11,3/30/2021,Meadowcreek
McConnell MS,11.0,1.0,0.0,12,3/30/2021,Archer Cluster
McKendree ES,33.0,1.0,0.0,34,3/30/2021,Collins Hill
Meadowcreek ES,34.0,1.0,0.0,35,3/30/2021,Meadowcreek
Meadowcreek HS,32.0,1.0,6.0,39,3/30/2021,Meadowcreek
Mill Creek HS,5.0,1.0,0.0,6,3/30/2021,Mill Creek
Minor ES,0.0,0.0,0.0,0,3/30/2021,Berkmar
Moore MS,1.0,0.0,0.0,1,3/30/2021,Central Gwinnett
Mountain Park ES,9.0,0.0,0.0,9,3/30/2021,Parkview
Mountain View HS,70.0,8.0,2.0,80,3/30/2021,Mountain View
Mulberry ES,1.0,0.0,1.0,2,3/30/2021,Dacula
Nesbit ES,0.0,0.0,1.0,1,3/30/2021,Meadowcreek
Norcross ES,1.0,0.0,0.0,1,3/30/2021,Norcross
Norcross HS,9.0,1.0,0.0,10,3/30/2021,Norcross
North Gwinnett HS,2.0,0.0,0.0,2,3/30/2021,North Gwinnett
North Gwinnett MS,1.0,2.0,0.0,3,3/30/2021,North Gwinnett
Northbrook MS,0.0,0.0,0.0,0,3/30/2021,Peachtree Ridge
Norton ES,0.0,1.0,0.0,1,3/30/2021,South Gwinnett
Oakland Meadow School,1.0,0.0,0.0,1,3/30/2021,Other
Osborne MS,4.0,0.0,0.0,4,3/30/2021,Mill Creek
Parkview HS,11.0,2.0,1.0,14,3/30/2021,Parkview
Parsons ES,1.0,2.0,0.0,3,3/30/2021,Peachtree Ridge
Partee ES,0.0,0.0,0.0,0,3/30/2021,Shiloh
Patrick ES,0.0,0.0,0.0,0,3/30/2021,Mountain View
Paul Duke STEM HS,0.0,0.0,0.0,0,3/30/2021,Norcross
Peachtree ES,16.0,1.0,5.0,22,3/30/2021,Norcross
Peachtree Ridge HS,0.0,1.0,0.0,1,3/30/2021,Peachtree Ridge
Pharr ES,7.0,0.0,2.0,9,3/30/2021,Grayson
Phoenix HS,0.0,0.0,0.0,0,3/30/2021,Other
Pinckneyville MS,2.0,0.0,0.0,2,3/30/2021,Norcross
Puckett's Mill ES,3.0,0.0,1.0,4,3/30/2021,Mill Creek
Radloff MS,2.0,2.0,0.0,4,3/30/2021,Meadowcreek
Richards MS,16.0,0.0,9.0,25,3/30/2021,Discovery
Riverside ES,1.0,0.0,0.0,1,3/30/2021,North Gwinnett
Roberts ES,3.0,0.0,0.0,3,3/30/2021,North Gwinnett
Rock Springs ES,0.0,0.0,0.0,0,3/30/2021,Collins Hill
Rockbridge ES,22.0,2.0,1.0,25,3/30/2021,Meadowcreek
Rosebud ES,6.0,0.0,0.0,6,3/30/2021,South Gwinnett
Shiloh ES,0.0,0.0,0.0,0,3/30/2021,Shiloh
Shiloh HS,0.0,0.0,1.0,1,3/30/2021,Shiloh
Shiloh MS,4.0,1.0,0.0,5,3/30/2021,Shiloh
Simonton ES,32.0,2.0,0.0,34,3/30/2021,Central Gwinnett
Simpson ES,2.0,0.0,0.0,2,3/30/2021,Norcross
Snellville MS,1.0,0.0,0.0,1,3/30/2021,South Gwinnett
South Gwinnett HS,12.0,0.0,3.0,15,3/30/2021,South Gwinnett
Starling ES,2.0,0.0,0.0,2,3/30/2021,Grayson
Stripling ES,2.0,0.0,2.0,4,3/30/2021,Norcross
Sugar Hill ES,7.0,2.0,1.0,10,3/30/2021,Lanier
Summerour MS,0.0,0.0,0.0,0,3/30/2021,Norcross
Suwanee ES,0.0,0.0,0.0,0,3/30/2021,North Gwinnett
Sweetwater MS,6.0,2.0,0.0,8,3/30/2021,Berkmar
Sycamore ES,1.0,0.0,0.0,1,3/30/2021,Lanier
Taylor ES,3.0,0.0,0.0,3,3/30/2021,Collins Hill
Trickum MS,3.0,4.0,0.0,7,3/30/2021,Parkview
Trip ES,31.0,0.0,1.0,32,3/30/2021,Grayson
Twin Rivers MS,22.0,2.0,0.0,24,3/30/2021,Mountain View
Walnut Grove ES,0.0,0.0,0.0,0,3/30/2021,Collins Hill
White Oak ES,0.0,0.0,1.0,1,3/30/2021,Lanier
Winn Holt ES,10.0,0.0,3.0,13,3/30/2021,Central Gwinnett
Woodward Mill ES,2.0,0.0,0.0,2,3/30/2021,Mountain View
Alcova ES,14.0,1.0,7.0,22,9/30/2020,Dacula
Alford ES,0.0,0.0,2.0,2,9/30/2020,Discovery
Anderson-Livsey ES,0.0,0.0,0.0,0,9/30/2020,Shiloh
Annistown ES,0.0,0.0,0.0,0,9/30/2020,Shiloh
Arcado ES,24.0,0.0,2.0,26,9/30/2020,Parkview
Archer HS,18.0,1.0,1.0,20,9/30/2020,Archer
Baggett ES,0.0,0.0,0.0,0,9/30/2020,Discovery
Baldwin ES,2.0,0.0,3.0,5,9/30/2020,Norcross
Bay Creek MS,1.0,0.0,2.0,3,9/30/2020,Grayson
Beaver Ridge ES,3.0,0.0,0.0,3,9/30/2020,Norcross
Benefield ES,0.0,0.0,1.0,1,9/30/2020,Discovery
Berkeley Lake ES,2.0,0.0,1.0,3,9/30/2020,Duluth
Berkmar HS,2.0,1.0,1.0,4,9/30/2020,Berkmar
Berkmar MS,2.0,0.0,0.0,2,9/30/2020,Berkmar
Bethesda ES,19.0,0.0,1.0,20,9/30/2020,Berkmar
Britt ES,1.0,0.0,3.0,4,9/30/2020,South Gwinnett
Brookwood ES,8.0,1.0,1.0,10,9/30/2020,Brookwood
Brookwood HS,2.0,1.0,0.0,3,9/30/2020,Brookwood
Buice Center,14.0,1.0,1.0,16,9/30/2020,Other
Burnette ES,3.0,0.0,4.0,7,9/30/2020,North Gwinnett
Camp Creek ES,2.0,0.0,1.0,3,9/30/2020,Parkview
Cedar Hill ES,7.0,0.0,0.0,7,9/30/2020,Discovery
Centerville ES,7.0,3.0,1.0,11,9/30/2020,Shiloh
Central Gwinnett HS,1.0,0.0,0.0,1,9/30/2020,Central Gwinnett
Chattahoochee ES,25.0,0.0,4.0,29,9/30/2020,Duluth
Chesney ES,16.0,1.0,2.0,19,9/30/2020,Duluth
Coleman MS,1.0,0.0,0.0,1,9/30/2020,Duluth
Collins Hill HS,1.0,0.0,0.0,1,9/30/2020,Collins Hill
Cooper ES,12.0,0.0,3.0,15,9/30/2020,Archer
Corley ES,3.0,0.0,0.0,3,9/30/2020,Berkmar
Couch MS,4.0,0.0,0.0,4,9/30/2020,Grayson
Craig ES,1.0,0.0,0.0,1,9/30/2020,Brookwood
Creekland MS,2.0,1.0,2.0,5,9/30/2020,Collins Hill
Crews MS,4.0,1.0,0.0,5,9/30/2020,Brookwood
Dacula ES,3.0,0.0,2.0,5,9/30/2020,Dacula
Dacula HS,5.0,0.0,6.0,11,9/30/2020,Dacula
Dacula MS,4.0,1.0,0.0,5,9/30/2020,Dacula
Discovery HS,2.0,1.0,0.0,3,9/30/2020,Discovery
Duluth HS,6.0,0.0,6.0,12,9/30/2020,Duluth
Duluth MS,4.0,0.0,7.0,11,9/30/2020,Duluth
Duncan Creek ES,12.0,0.0,2.0,14,9/30/2020,Mill Creek
Dyer ES,5.0,0.0,2.0,7,9/30/2020,Mountain View
Ferguson ES,17.0,0.0,1.0,18,9/30/2020,Meadowcreek
Five Forks MS,0.0,0.0,0.0,0,9/30/2020,Brookwood
Fort Daniel ES,1.0,0.0,0.0,1,9/30/2020,Mill Creek
Freeman's Mill ES,9.0,0.0,3.0,12,9/30/2020,Mountain View
GIVE East,3.0,0.0,0.0,3,9/30/2020,Other
GIVE West,0.0,0.0,1.0,1,9/30/2020,Other
Grace Snell MS,3.0,1.0,2.0,6,9/30/2020,South Gwinnett
Graves ES,0.0,0.0,1.0,1,9/30/2020,Meadowcreek
Grayson ES,4.0,0.0,1.0,5,9/30/2020,Grayson
Grayson HS,4.0,2.0,0.0,6,9/30/2020,Grayson
Gwin Oaks ES,0.0,0.0,0.0,0,9/30/2020,Brookwood
Gwinnett Online Campus,0.0,0.0,0.0,0,9/30/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",0.0,0.0,1.0,1,9/30/2020,Discovery
Harbins ES,9.0,0.0,4.0,13,9/30/2020,Archer
Harmony ES,7.0,1.0,1.0,9,9/30/2020,Mill Creek
Harris ES,24.0,0.0,2.0,26,9/30/2020,Duluth
Head ES,0.0,0.0,0.0,0,9/30/2020,Brookwood
Hopkins ES,1.0,0.0,3.0,4,9/30/2020,Berkmar
Hull MS,0.0,0.0,2.0,2,9/30/2020,Peachtree Ridge
International Transition Center,4.0,0.0,0.0,4,9/30/2020,Other
Ivy Creek ES,1.0,0.0,2.0,3,9/30/2020,Mill Creek
Jackson ES,9.0,0.0,1.0,10,9/30/2020,Peachtree Ridge
Jenkins ES,4.0,0.0,0.0,4,9/30/2020,Central Gwinnett
Jones MS,4.0,0.0,0.0,4,9/30/2020,Mill Creek
Jordan MS,20.0,0.0,7.0,27,9/30/2020,Central Gwinnett
Kanoheda ES,1.0,0.0,0.0,1,9/30/2020,Berkmar
Knight ES,7.0,0.0,2.0,9,9/30/2020,Parkview
Lanier HS,9.0,0.0,3.0,12,9/30/2020,Lanier
Lanier MS,0.0,0.0,1.0,1,9/30/2020,Lanier
Lawrenceville ES,0.0,1.0,0.0,1,9/30/2020,Central Gwinnett
Level Creek ES,20.0,4.0,0.0,24,9/30/2020,North Gwinnett
Lilburn ES,0.0,0.0,0.0,0,9/30/2020,Meadowcreek
Lilburn MS,3.0,0.0,1.0,4,9/30/2020,Meadowcreek
Lovin ES,4.0,0.0,0.0,4,9/30/2020,Archer
Magill ES,4.0,0.0,0.0,4,9/30/2020,South Gwinnett
Mason ES,0.0,0.0,0.0,0,9/30/2020,Peachtree Ridge
Maxwell HS of Technology,1.0,0.0,0.0,1,9/30/2020,Other
McClure Health Science HS,3.0,1.0,1.0,5,9/30/2020,Meadowcreek
McConnell MS,2.0,1.0,5.0,8,9/30/2020,Archer Cluster
McKendree ES,1.0,0.0,4.0,5,9/30/2020,Collins Hill
Meadowcreek ES,9.0,1.0,0.0,10,9/30/2020,Meadowcreek
Meadowcreek HS,26.0,0.0,10.0,36,9/30/2020,Meadowcreek
Mill Creek HS,61.0,5.0,1.0,67,9/30/2020,Mill Creek
Minor ES,3.0,0.0,0.0,3,9/30/2020,Berkmar
Moore MS,1.0,0.0,0.0,1,9/30/2020,Central Gwinnett
Mountain Park ES,4.0,1.0,0.0,5,9/30/2020,Parkview
Mountain View HS,34.0,1.0,6.0,41,9/30/2020,Mountain View
Mulberry ES,0.0,1.0,0.0,1,9/30/2020,Dacula
Nesbit ES,0.0,0.0,1.0,1,9/30/2020,Meadowcreek
Norcross ES,21.0,0.0,17.0,38,9/30/2020,Norcross
Norcross HS,10.0,0.0,1.0,11,9/30/2020,Norcross
North Gwinnett HS,71.0,3.0,0.0,74,9/30/2020,North Gwinnett
North Gwinnett MS,7.0,0.0,2.0,9,9/30/2020,North Gwinnett
Northbrook MS,1.0,0.0,0.0,1,9/30/2020,Peachtree Ridge
Norton ES,4.0,1.0,1.0,6,9/30/2020,South Gwinnett
Oakland Meadow School,1.0,0.0,1.0,2,9/30/2020,Other
Osborne MS,56.0,1.0,0.0,57,9/30/2020,Mill Creek
Parkview HS,6.0,0.0,4.0,10,9/30/2020,Parkview
Parsons ES,2.0,0.0,0.0,2,9/30/2020,Peachtree Ridge
Partee ES,0.0,0.0,0.0,0,9/30/2020,Shiloh
Patrick ES,0.0,0.0,0.0,0,9/30/2020,Mountain View
Paul Duke STEM HS,2.0,1.0,1.0,4,9/30/2020,Norcross
Peachtree ES,19.0,0.0,12.0,31,9/30/2020,Norcross
Peachtree Ridge HS,19.0,1.0,7.0,27,9/30/2020,Peachtree Ridge
Pharr ES,1.0,0.0,0.0,1,9/30/2020,Grayson
Phoenix HS,0.0,0.0,0.0,0,9/30/2020,Other
Pinckneyville MS,2.0,1.0,2.0,5,9/30/2020,Norcross
Puckett's Mill ES,3.0,0.0,0.0,3,9/30/2020,Mill Creek
Radloff MS,3.0,0.0,3.0,6,9/30/2020,Meadowcreek
Richards MS,5.0,0.0,2.0,7,9/30/2020,Discovery
Riverside ES,1.0,0.0,1.0,2,9/30/2020,North Gwinnett
Roberts ES,6.0,1.0,0.0,7,9/30/2020,North Gwinnett
Rock Springs ES,1.0,0.0,0.0,1,9/30/2020,Collins Hill
Rockbridge ES,4.0,0.0,2.0,6,9/30/2020,Meadowcreek
Rosebud ES,2.0,0.0,0.0,2,9/30/2020,South Gwinnett
Shiloh ES,0.0,0.0,1.0,1,9/30/2020,Shiloh
Shiloh HS,2.0,1.0,2.0,5,9/30/2020,Shiloh
Shiloh MS,0.0,0.0,0.0,0,9/30/2020,Shiloh
Simonton ES,0.0,0.0,0.0,0,9/30/2020,Central Gwinnett
Simpson ES,20.0,0.0,3.0,23,9/30/2020,Norcross
Snellville MS,1.0,1.0,0.0,2,9/30/2020,South Gwinnett
South Gwinnett HS,3.0,0.0,0.0,3,9/30/2020,South Gwinnett
Starling ES,1.0,0.0,1.0,2,9/30/2020,Grayson
Stripling ES,0.0,0.0,1.0,1,9/30/2020,Norcross
Sugar Hill ES,5.0,0.0,0.0,5,9/30/2020,Lanier
Summerour MS,2.0,0.0,1.0,3,9/30/2020,Norcross
Suwanee ES,1.0,0.0,0.0,1,9/30/2020,North Gwinnett
Sweetwater MS,1.0,0.0,0.0,1,9/30/2020,Berkmar
Sycamore ES,1.0,0.0,0.0,1,9/30/2020,Lanier
Taylor ES,0.0,0.0,0.0,0,9/30/2020,Collins Hill
Trickum MS,4.0,0.0,3.0,7,9/30/2020,Parkview
Trip ES,0.0,0.0,0.0,0,9/30/2020,Grayson
Twin Rivers MS,7.0,1.0,1.0,9,9/30/2020,Mountain View
Walnut Grove ES,0.0,0.0,0.0,0,9/30/2020,Collins Hill
White Oak ES,1.0,0.0,0.0,1,9/30/2020,Lanier
Winn Holt ES,0.0,0.0,1.0,1,9/30/2020,Central Gwinnett
Woodward Mill ES,0.0,0.0,3.0,3,9/30/2020,Mountain View
Alcova ES,3.0,1.0,0.0,4,3/31/2021,Dacula
Alford ES,0.0,0.0,0.0,0,3/31/2021,Discovery
Anderson-Livsey ES,0.0,0.0,0.0,0,3/31/2021,Shiloh
Annistown ES,4.0,0.0,0.0,4,3/31/2021,Shiloh
Arcado ES,4.0,0.0,1.0,5,3/31/2021,Parkview
Archer HS,1.0,1.0,2.0,4,3/31/2021,Archer
Baggett ES,1.0,0.0,0.0,1,3/31/2021,Discovery
Baldwin ES,0.0,0.0,0.0,0,3/31/2021,Norcross
Bay Creek MS,9.0,1.0,1.0,11,3/31/2021,Grayson
Beaver Ridge ES,0.0,0.0,0.0,0,3/31/2021,Norcross
Benefield ES,4.0,0.0,0.0,4,3/31/2021,Discovery
Berkeley Lake ES,9.0,1.0,0.0,10,3/31/2021,Duluth
Berkmar HS,0.0,0.0,0.0,0,3/31/2021,Berkmar
Berkmar MS,12.0,0.0,3.0,15,3/31/2021,Berkmar
Bethesda ES,0.0,0.0,0.0,0,3/31/2021,Berkmar
Britt ES,2.0,0.0,0.0,2,3/31/2021,South Gwinnett
Brookwood ES,19.0,1.0,0.0,20,3/31/2021,Brookwood
Brookwood HS,19.0,3.0,0.0,22,3/31/2021,Brookwood
Buice Center,1.0,0.0,0.0,1,3/31/2021,Other
Burnette ES,0.0,0.0,0.0,0,3/31/2021,North Gwinnett
Camp Creek ES,2.0,0.0,0.0,2,3/31/2021,Parkview
Cedar Hill ES,29.0,0.0,5.0,34,3/31/2021,Discovery
Centerville ES,1.0,0.0,0.0,1,3/31/2021,Shiloh
Central Gwinnett HS,5.0,1.0,0.0,6,3/31/2021,Central Gwinnett
Chattahoochee ES,26.0,2.0,2.0,30,3/31/2021,Duluth
Chesney ES,18.0,6.0,2.0,26,3/31/2021,Duluth
Coleman MS,1.0,1.0,0.0,2,3/31/2021,Duluth
Collins Hill HS,10.0,1.0,0.0,11,3/31/2021,Collins Hill
Cooper ES,49.0,2.0,2.0,53,3/31/2021,Archer
Corley ES,1.0,0.0,0.0,1,3/31/2021,Berkmar
Couch MS,4.0,1.0,0.0,5,3/31/2021,Grayson
Craig ES,0.0,0.0,0.0,0,3/31/2021,Brookwood
Creekland MS,1.0,0.0,2.0,3,3/31/2021,Collins Hill
Crews MS,3.0,1.0,0.0,4,3/31/2021,Brookwood
Dacula ES,13.0,1.0,1.0,15,3/31/2021,Dacula
Dacula HS,0.0,0.0,3.0,3,3/31/2021,Dacula
Dacula MS,3.0,1.0,0.0,4,3/31/2021,Dacula
Discovery HS,1.0,0.0,2.0,3,3/31/2021,Discovery
Duluth HS,9.0,2.0,1.0,12,3/31/2021,Duluth
Duluth MS,7.0,0.0,4.0,11,3/31/2021,Duluth
Duncan Creek ES,15.0,1.0,0.0,16,3/31/2021,Mill Creek
Dyer ES,1.0,0.0,2.0,3,3/31/2021,Mountain View
Ferguson ES,4.0,0.0,0.0,4,3/31/2021,Meadowcreek
Five Forks MS,3.0,0.0,0.0,3,3/31/2021,Brookwood
Fort Daniel ES,0.0,0.0,0.0,0,3/31/2021,Mill Creek
Freeman's Mill ES,3.0,0.0,0.0,3,3/31/2021,Mountain View
GIVE East,1.0,0.0,1.0,2,3/31/2021,Other
GIVE West,0.0,0.0,0.0,0,3/31/2021,Other
Grace Snell MS,2.0,1.0,0.0,3,3/31/2021,South Gwinnett
Graves ES,0.0,0.0,0.0,0,3/31/2021,Meadowcreek
Grayson ES,8.0,1.0,2.0,11,3/31/2021,Grayson
Grayson HS,11.0,3.0,0.0,14,3/31/2021,Grayson
Gwin Oaks ES,20.0,3.0,0.0,23,3/31/2021,Brookwood
Gwinnett Online Campus,0.0,0.0,0.0,0,3/31/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",0.0,0.0,0.0,0,3/31/2021,Discovery
Harbins ES,2.0,1.0,0.0,3,3/31/2021,Archer
Harmony ES,0.0,1.0,2.0,3,3/31/2021,Mill Creek
Harris ES,0.0,1.0,1.0,2,3/31/2021,Duluth
Head ES,0.0,0.0,0.0,0,3/31/2021,Brookwood
Hopkins ES,10.0,1.0,3.0,14,3/31/2021,Berkmar
Hull MS,0.0,0.0,0.0,0,3/31/2021,Peachtree Ridge
International Transition Center,4.0,0.0,1.0,5,3/31/2021,Other
Ivy Creek ES,1.0,0.0,2.0,3,3/31/2021,Mill Creek
Jackson ES,2.0,0.0,0.0,2,3/31/2021,Peachtree Ridge
Jenkins ES,0.0,0.0,0.0,0,3/31/2021,Central Gwinnett
Jones MS,3.0,2.0,0.0,5,3/31/2021,Mill Creek
Jordan MS,1.0,2.0,1.0,4,3/31/2021,Central Gwinnett
Kanoheda ES,1.0,0.0,0.0,1,3/31/2021,Berkmar
Knight ES,10.0,1.0,0.0,11,3/31/2021,Parkview
Lanier HS,2.0,1.0,1.0,4,3/31/2021,Lanier
Lanier MS,5.0,0.0,2.0,7,3/31/2021,Lanier
Lawrenceville ES,3.0,0.0,0.0,3,3/31/2021,Central Gwinnett
Level Creek ES,3.0,0.0,0.0,3,3/31/2021,North Gwinnett
Lilburn ES,2.0,0.0,0.0,2,3/31/2021,Meadowcreek
Lilburn MS,0.0,0.0,1.0,1,3/31/2021,Meadowcreek
Lovin ES,0.0,0.0,0.0,0,3/31/2021,Archer
Magill ES,45.0,4.0,2.0,51,3/31/2021,South Gwinnett
Mason ES,12.0,1.0,0.0,13,3/31/2021,Peachtree Ridge
Maxwell,0.0,0.0,0.0,0,3/31/2021,Other
McClure Health Science HS,8.0,0.0,3.0,11,3/31/2021,Meadowcreek
McConnell MS,12.0,2.0,0.0,14,3/31/2021,Archer Cluster
McKendree ES,33.0,1.0,0.0,34,3/31/2021,Collins Hill
Meadowcreek ES,36.0,2.0,0.0,38,3/31/2021,Meadowcreek
Meadowcreek HS,34.0,1.0,7.0,42,3/31/2021,Meadowcreek
Mill Creek HS,4.0,1.0,0.0,5,3/31/2021,Mill Creek
