school,close_contact,positive_case,suspected_case,total,date,cluster
Harris ES,23.0,1.0,0.0,24,11/10/2020,Duluth
Head ES,0.0,0.0,0.0,0,11/10/2020,Brookwood
Hopkins ES,3.0,0.0,0.0,3,11/10/2020,Berkmar
Hull MS,1.0,0.0,1.0,2,11/10/2020,Peachtree Ridge
International Transition Center,1.0,0.0,0.0,1,11/10/2020,Other
Ivy Creek ES,2.0,1.0,2.0,5,11/10/2020,Mill Creek
Jackson ES,11.0,1.0,1.0,13,11/10/2020,Peachtree Ridge
Jenkins ES,4.0,0.0,0.0,4,11/10/2020,Central Gwinnett
Jones MS,4.0,0.0,0.0,4,11/10/2020,Mill Creek
Jordan MS,1.0,0.0,0.0,1,11/10/2020,Central Gwinnett
Kanoheda ES,15.0,1.0,4.0,20,11/10/2020,Berkmar
Knight ES,33.0,1.0,6.0,40,11/10/2020,Parkview
Lanier HS,28.0,2.0,1.0,31,11/10/2020,Lanier
Lanier MS,32.0,5.0,0.0,37,11/10/2020,Lanier
Lawrenceville ES,0.0,0.0,0.0,0,11/10/2020,Central Gwinnett
Level Creek ES,10.0,0.0,0.0,10,11/10/2020,North Gwinnett
Lilburn ES,19.0,0.0,1.0,20,11/10/2020,Meadowcreek
Lilburn MS,0.0,0.0,0.0,0,11/10/2020,Meadowcreek
Lovin ES,2.0,0.0,1.0,3,11/10/2020,Archer
Magill ES,12.0,1.0,0.0,13,11/10/2020,South Gwinnett
Mason ES,0.0,0.0,0.0,0,11/10/2020,Peachtree Ridge
Maxwell HS of Technology,1.0,0.0,1.0,2,11/10/2020,Other
McClure Health Science HS,0.0,0.0,0.0,0,11/10/2020,Meadowcreek
McConnell MS,3.0,0.0,0.0,3,11/10/2020,Archer Cluster
McKendree ES,0.0,0.0,0.0,0,11/10/2020,Collins Hill
Meadowcreek ES,3.0,0.0,1.0,4,11/10/2020,Meadowcreek
Meadowcreek HS,8.0,0.0,2.0,10,11/10/2020,Meadowcreek
Mill Creek HS,158.0,10.0,1.0,169,11/10/2020,Mill Creek
Minor ES,2.0,0.0,1.0,3,11/10/2020,Berkmar
Moore MS,1.0,0.0,0.0,1,11/10/2020,Central Gwinnett
Mountain Park ES,0.0,0.0,0.0,0,11/10/2020,Parkview
Mountain View HS,41.0,3.0,2.0,46,11/10/2020,Mountain View
Mulberry ES,0.0,0.0,0.0,0,11/10/2020,Dacula
Nesbit ES,16.0,1.0,1.0,18,11/10/2020,Meadowcreek
Norcross ES,0.0,0.0,0.0,0,11/10/2020,Norcross
Norcross HS,5.0,1.0,0.0,6,11/10/2020,Norcross
North Gwinnett HS,39.0,5.0,2.0,46,11/10/2020,North Gwinnett
North Gwinnett MS,47.0,0.0,1.0,48,11/10/2020,North Gwinnett
Northbrook MS,13.0,0.0,2.0,15,11/10/2020,Peachtree Ridge
Norton ES,9.0,1.0,0.0,10,11/10/2020,South Gwinnett
Oakland Meadow School,1.0,0.0,1.0,2,11/10/2020,Other
Osborne MS,45.0,3.0,0.0,48,11/10/2020,Mill Creek
Parkview HS,7.0,4.0,4.0,15,11/10/2020,Parkview
Parsons ES,3.0,0.0,0.0,3,11/10/2020,Peachtree Ridge
Partee ES,0.0,0.0,0.0,0,11/10/2020,Shiloh
Patrick ES,0.0,0.0,0.0,0,11/10/2020,Mountain View
Paul Duke STEM HS,0.0,1.0,1.0,2,11/10/2020,Norcross
Peachtree ES,29.0,0.0,3.0,32,11/10/2020,Norcross
Peachtree Ridge HS,5.0,0.0,1.0,6,11/10/2020,Peachtree Ridge
Pharr ES,0.0,0.0,0.0,0,11/10/2020,Grayson
Phoenix HS,2.0,1.0,0.0,3,11/10/2020,Other
Pinckneyville MS,1.0,0.0,1.0,2,11/10/2020,Norcross
Puckett's Mill ES,10.0,0.0,0.0,10,11/10/2020,Mill Creek
Radloff MS,1.0,0.0,1.0,2,11/10/2020,Meadowcreek
Richards MS,32.0,1.0,0.0,33,11/10/2020,Discovery
Riverside ES,7.0,0.0,0.0,7,11/10/2020,North Gwinnett
Roberts ES,0.0,0.0,0.0,0,11/10/2020,North Gwinnett
Rock Springs ES,0.0,0.0,0.0,0,11/10/2020,Collins Hill
Rockbridge ES,0.0,0.0,1.0,1,11/10/2020,Meadowcreek
Rosebud ES,0.0,1.0,0.0,1,11/10/2020,South Gwinnett
Shiloh ES,3.0,0.0,0.0,3,11/10/2020,Shiloh
Shiloh HS,1.0,1.0,0.0,2,11/10/2020,Shiloh
Shiloh MS,42.0,0.0,0.0,42,11/10/2020,Shiloh
Simonton ES,0.0,0.0,1.0,1,11/10/2020,Central Gwinnett
Simpson ES,13.0,0.0,0.0,13,11/10/2020,Norcross
Snellville MS,1.0,0.0,0.0,1,11/10/2020,South Gwinnett
South Gwinnett HS,4.0,1.0,2.0,7,11/10/2020,South Gwinnett
Starling ES,7.0,0.0,0.0,7,11/10/2020,Grayson
Stripling ES,2.0,0.0,0.0,2,11/10/2020,Norcross
Sugar Hill ES,14.0,0.0,0.0,14,11/10/2020,Lanier
Summerour MS,4.0,0.0,0.0,4,11/10/2020,Norcross
Suwanee ES,0.0,0.0,0.0,0,11/10/2020,North Gwinnett
Sweetwater MS,0.0,0.0,0.0,0,11/10/2020,Berkmar
Sycamore ES,10.0,0.0,0.0,10,11/10/2020,Lanier
Taylor ES,13.0,1.0,0.0,14,11/10/2020,Collins Hill
Trickum MS,9.0,2.0,0.0,11,11/10/2020,Parkview
Trip ES,1.0,0.0,0.0,1,11/10/2020,Grayson
Twin Rivers MS,21.0,3.0,0.0,24,11/10/2020,Mountain View
Walnut Grove ES,10.0,0.0,2.0,12,11/10/2020,Collins Hill
White Oak ES,76.0,0.0,1.0,77,11/10/2020,Lanier
Winn Holt ES,1.0,0.0,0.0,1,11/10/2020,Central Gwinnett
Woodward Mill ES,3.0,0.0,1.0,4,11/10/2020,Mountain View
Alcova ES,22.0,3.0,1.0,26,12/10/2020,Dacula
Alford ES,16.0,0.0,1.0,17,12/10/2020,Discovery
Anderson-Livsey ES,0.0,1.0,0.0,1,12/10/2020,Shiloh
Annistown ES,22.0,0.0,0.0,22,12/10/2020,Shiloh
Arcado ES,87.0,0.0,4.0,91,12/10/2020,Parkview
Archer HS,122.0,5.0,17.0,144,12/10/2020,Archer
Baggett ES,11.0,1.0,1.0,13,12/10/2020,Discovery
Baldwin ES,0.0,0.0,0.0,0,12/10/2020,Norcross
Bay Creek MS,15.0,2.0,6.0,23,12/10/2020,Grayson
Beaver Ridge ES,3.0,3.0,1.0,7,12/10/2020,Norcross
Benefield ES,35.0,1.0,1.0,37,12/10/2020,Discovery
Berkeley Lake ES,20.0,2.0,1.0,23,12/10/2020,Duluth
Berkmar HS,29.0,2.0,2.0,33,12/10/2020,Berkmar
Berkmar MS,18.0,3.0,2.0,23,12/10/2020,Berkmar
Bethesda ES,9.0,0.0,1.0,10,12/10/2020,Berkmar
Britt ES,2.0,0.0,0.0,2,12/10/2020,South Gwinnett
Brookwood ES,22.0,1.0,0.0,23,12/10/2020,Brookwood
Brookwood HS,53.0,9.0,1.0,63,12/10/2020,Brookwood
Buice Center,9.0,1.0,1.0,11,12/10/2020,Other
Burnette ES,18.0,1.0,4.0,23,12/10/2020,North Gwinnett
Camp Creek ES,52.0,0.0,1.0,53,12/10/2020,Parkview
Cedar Hill ES,42.0,4.0,0.0,46,12/10/2020,Discovery
Centerville ES,2.0,0.0,0.0,2,12/10/2020,Shiloh
Central Gwinnett HS,16.0,2.0,2.0,20,12/10/2020,Central Gwinnett
Chattahoochee ES,23.0,0.0,2.0,25,12/10/2020,Duluth
Chesney ES,14.0,0.0,0.0,14,12/10/2020,Duluth
Coleman MS,1.0,0.0,0.0,1,12/10/2020,Duluth
Collins Hill HS,27.0,5.0,3.0,35,12/10/2020,Collins Hill
Cooper ES,39.0,0.0,3.0,42,12/10/2020,Archer
Corley ES,3.0,1.0,0.0,4,12/10/2020,Berkmar
Couch MS,8.0,3.0,0.0,11,12/10/2020,Grayson
Craig ES,9.0,0.0,1.0,10,12/10/2020,Brookwood
Creekland MS,20.0,2.0,2.0,24,12/10/2020,Collins Hill
Crews MS,8.0,1.0,0.0,9,12/10/2020,Brookwood
Dacula ES,20.0,4.0,9.0,33,12/10/2020,Dacula
Dacula HS,21.0,2.0,4.0,27,12/10/2020,Dacula
Dacula MS,32.0,2.0,2.0,36,12/10/2020,Dacula
Discovery HS,18.0,3.0,0.0,21,12/10/2020,Discovery
Duluth HS,18.0,6.0,3.0,27,12/10/2020,Duluth
Duluth MS,35.0,1.0,12.0,48,12/10/2020,Duluth
Duncan Creek ES,29.0,1.0,0.0,30,12/10/2020,Mill Creek
Dyer ES,43.0,2.0,7.0,52,12/10/2020,Mountain View
Ferguson ES,53.0,1.0,6.0,60,12/10/2020,Meadowcreek
Five Forks MS,53.0,5.0,0.0,58,12/10/2020,Brookwood
Fort Daniel ES,33.0,2.0,0.0,35,12/10/2020,Mill Creek
Freeman's Mill ES,19.0,0.0,4.0,23,12/10/2020,Mountain View
GIVE East,1.0,0.0,0.0,1,12/10/2020,Other
GIVE West,4.0,0.0,0.0,4,12/10/2020,Other
Grace Snell MS,0.0,2.0,1.0,3,12/10/2020,South Gwinnett
Graves ES,7.0,2.0,4.0,13,12/10/2020,Meadowcreek
Grayson ES,12.0,2.0,0.0,14,12/10/2020,Grayson
Grayson HS,35.0,11.0,1.0,47,12/10/2020,Grayson
Gwin Oaks ES,9.0,3.0,0.0,12,12/10/2020,Brookwood
Gwinnett Online Campus,0.0,0.0,0.0,0,12/10/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",3.0,0.0,0.0,3,12/10/2020,Discovery
Harbins ES,61.0,4.0,3.0,68,12/10/2020,Archer
Harmony ES,6.0,0.0,4.0,10,12/10/2020,Mill Creek
Harris ES,34.0,1.0,0.0,35,12/10/2020,Duluth
Head ES,7.0,1.0,1.0,9,12/10/2020,Brookwood
Hopkins ES,43.0,1.0,3.0,47,12/10/2020,Berkmar
Hull MS,10.0,3.0,2.0,15,12/10/2020,Peachtree Ridge
International Transition Center,1.0,1.0,0.0,2,12/10/2020,Other
Ivy Creek ES,18.0,3.0,3.0,24,12/10/2020,Mill Creek
Jackson ES,13.0,3.0,0.0,16,12/10/2020,Peachtree Ridge
Jenkins ES,13.0,0.0,0.0,13,12/10/2020,Central Gwinnett
Jones MS,52.0,3.0,0.0,55,12/10/2020,Mill Creek
Jordan MS,7.0,0.0,3.0,10,12/10/2020,Central Gwinnett
Kanoheda ES,8.0,0.0,0.0,8,12/10/2020,Berkmar
Knight ES,18.0,1.0,9.0,28,12/10/2020,Parkview
Lanier HS,87.0,9.0,10.0,106,12/10/2020,Lanier
Lanier MS,19.0,0.0,0.0,19,12/10/2020,Lanier
Lawrenceville ES,4.0,0.0,0.0,4,12/10/2020,Central Gwinnett
Level Creek ES,14.0,3.0,0.0,17,12/10/2020,North Gwinnett
Lilburn ES,8.0,1.0,2.0,11,12/10/2020,Meadowcreek
Lilburn MS,5.0,0.0,1.0,6,12/10/2020,Meadowcreek
Lovin ES,36.0,5.0,0.0,41,12/10/2020,Archer
Magill ES,22.0,1.0,0.0,23,12/10/2020,South Gwinnett
Mason ES,20.0,4.0,1.0,25,12/10/2020,Peachtree Ridge
Maxwell,12.0,0.0,3.0,15,12/10/2020,Other
McClure Health Science HS,4.0,0.0,0.0,4,12/10/2020,Meadowcreek
McConnell MS,16.0,2.0,0.0,18,12/10/2020,Archer Cluster
McKendree ES,89.0,2.0,0.0,91,12/10/2020,Collins Hill
Meadowcreek ES,7.0,1.0,3.0,11,12/10/2020,Meadowcreek
Meadowcreek HS,32.0,4.0,8.0,44,12/10/2020,Meadowcreek
Mill Creek HS,69.0,2.0,0.0,71,12/10/2020,Mill Creek
Minor ES,7.0,0.0,0.0,7,12/10/2020,Berkmar
Moore MS,2.0,0.0,1.0,3,12/10/2020,Central Gwinnett
Mountain Park ES,15.0,0.0,1.0,16,12/10/2020,Parkview
Mountain View HS,31.0,0.0,7.0,38,12/10/2020,Mountain View
Mulberry ES,8.0,1.0,1.0,10,12/10/2020,Dacula
Nesbit ES,1.0,0.0,1.0,2,12/10/2020,Meadowcreek
Norcross ES,9.0,1.0,0.0,10,12/10/2020,Norcross
Norcross HS,50.0,7.0,3.0,60,12/10/2020,Norcross
North Gwinnett HS,101.0,4.0,7.0,112,12/10/2020,North Gwinnett
North Gwinnett MS,124.0,7.0,2.0,133,12/10/2020,North Gwinnett
Northbrook MS,4.0,0.0,3.0,7,12/10/2020,Peachtree Ridge
Norton ES,10.0,0.0,4.0,14,12/10/2020,South Gwinnett
Oakland Meadow School,8.0,2.0,2.0,12,12/10/2020,Other
Osborne MS,22.0,1.0,0.0,23,12/10/2020,Mill Creek
Parkview HS,35.0,6.0,6.0,47,12/10/2020,Parkview
Parsons ES,6.0,4.0,0.0,10,12/10/2020,Peachtree Ridge
Partee ES,9.0,2.0,0.0,11,12/10/2020,Shiloh
Patrick ES,12.0,0.0,0.0,12,12/10/2020,Mountain View
Paul Duke STEM HS,14.0,2.0,2.0,18,12/10/2020,Norcross
Peachtree ES,9.0,0.0,1.0,10,12/10/2020,Norcross
Peachtree Ridge HS,28.0,5.0,2.0,35,12/10/2020,Peachtree Ridge
Pharr ES,23.0,1.0,2.0,26,12/10/2020,Grayson
Phoenix HS,1.0,0.0,0.0,1,12/10/2020,Other
Pinckneyville MS,19.0,1.0,1.0,21,12/10/2020,Norcross
Puckett's Mill ES,32.0,0.0,5.0,37,12/10/2020,Mill Creek
Radloff MS,13.0,2.0,2.0,17,12/10/2020,Meadowcreek
Richards MS,34.0,2.0,7.0,43,12/10/2020,Discovery
Riverside ES,18.0,1.0,2.0,21,12/10/2020,North Gwinnett
Roberts ES,2.0,0.0,0.0,2,12/10/2020,North Gwinnett
Rock Springs ES,10.0,2.0,1.0,13,12/10/2020,Collins Hill
Rockbridge ES,22.0,1.0,2.0,25,12/10/2020,Meadowcreek
Rosebud ES,3.0,2.0,0.0,5,12/10/2020,South Gwinnett
Shiloh ES,51.0,0.0,2.0,53,12/10/2020,Shiloh
Shiloh HS,11.0,1.0,2.0,14,12/10/2020,Shiloh
Shiloh MS,30.0,3.0,0.0,33,12/10/2020,Shiloh
Simonton ES,19.0,2.0,0.0,21,12/10/2020,Central Gwinnett
Simpson ES,11.0,1.0,0.0,12,12/10/2020,Norcross
Snellville MS,47.0,4.0,1.0,52,12/10/2020,South Gwinnett
South Gwinnett HS,56.0,2.0,7.0,65,12/10/2020,South Gwinnett
Starling ES,12.0,1.0,1.0,14,12/10/2020,Grayson
Stripling ES,5.0,0.0,0.0,5,12/10/2020,Norcross
Sugar Hill ES,33.0,1.0,4.0,38,12/10/2020,Lanier
Summerour MS,16.0,4.0,0.0,20,12/10/2020,Norcross
Suwanee ES,10.0,0.0,0.0,10,12/10/2020,North Gwinnett
Sweetwater MS,13.0,2.0,0.0,15,12/10/2020,Berkmar
Sycamore ES,5.0,0.0,0.0,5,12/10/2020,Lanier
Taylor ES,16.0,1.0,0.0,17,12/10/2020,Collins Hill
Trickum MS,26.0,4.0,0.0,30,12/10/2020,Parkview
Trip ES,26.0,0.0,2.0,28,12/10/2020,Grayson
Twin Rivers MS,37.0,3.0,0.0,40,12/10/2020,Mountain View
Walnut Grove ES,15.0,1.0,0.0,16,12/10/2020,Collins Hill
White Oak ES,29.0,0.0,7.0,36,12/10/2020,Lanier
Winn Holt ES,14.0,0.0,2.0,16,12/10/2020,Central Gwinnett
Woodward Mill ES,7.0,1.0,0.0,8,12/10/2020,Mountain View
Anderson-Livsey ES,1.0,0.0,0.0,1,2/10/2021,Shiloh
Annistown ES,24.0,2.0,0.0,26,2/10/2021,Shiloh
Arcado ES,6.0,1.0,2.0,9,2/10/2021,Parkview
Archer HS,57.0,3.0,12.0,72,2/10/2021,Archer
Baggett ES,45.0,3.0,7.0,55,2/10/2021,Discovery
Baldwin ES,7.0,2.0,0.0,9,2/10/2021,Norcross
Bay Creek MS,13.0,1.0,1.0,15,2/10/2021,Grayson
Beaver Ridge ES,13.0,2.0,0.0,15,2/10/2021,Norcross
Benefield ES,21.0,1.0,0.0,22,2/10/2021,Discovery
Berkeley Lake ES,4.0,2.0,2.0,8,2/10/2021,Duluth
Berkmar HS,20.0,6.0,3.0,29,2/10/2021,Berkmar
Berkmar MS,29.0,0.0,9.0,38,2/10/2021,Berkmar
Bethesda ES,47.0,0.0,3.0,50,2/10/2021,Berkmar
Britt ES,6.0,0.0,3.0,9,2/10/2021,South Gwinnett
Brookwood ES,20.0,0.0,0.0,20,2/10/2021,Brookwood
Brookwood HS,87.0,14.0,4.0,105,2/10/2021,Brookwood
Buice Center,1.0,0.0,1.0,2,2/10/2021,Other
Burnette ES,10.0,0.0,11.0,21,2/10/2021,North Gwinnett
Camp Creek ES,60.0,2.0,4.0,66,2/10/2021,Parkview
Cedar Hill ES,22.0,0.0,4.0,26,2/10/2021,Discovery
Centerville ES,4.0,1.0,2.0,7,2/10/2021,Shiloh
Central Gwinnett HS,1.0,4.0,0.0,5,2/10/2021,Central Gwinnett
Chattahoochee ES,66.0,4.0,1.0,71,2/10/2021,Duluth
Chesney ES,107.0,6.0,0.0,113,2/10/2021,Duluth
Coleman MS,2.0,0.0,0.0,2,2/10/2021,Duluth
Collins Hill HS,2.0,0.0,0.0,2,2/10/2021,Collins Hill
Cooper ES,39.0,3.0,4.0,46,2/10/2021,Archer
Corley ES,20.0,2.0,0.0,22,2/10/2021,Berkmar
Couch MS,6.0,2.0,0.0,8,2/10/2021,Grayson
Craig ES,36.0,5.0,2.0,43,2/10/2021,Brookwood
Creekland MS,9.0,3.0,1.0,13,2/10/2021,Collins Hill
Crews MS,21.0,1.0,0.0,22,2/10/2021,Brookwood
Dacula ES,36.0,1.0,6.0,43,2/10/2021,Dacula
Dacula HS,13.0,5.0,6.0,24,2/10/2021,Dacula
Dacula MS,85.0,7.0,2.0,94,2/10/2021,Dacula
Discovery HS,20.0,3.0,1.0,24,2/10/2021,Discovery
Duluth HS,20.0,3.0,4.0,27,2/10/2021,Duluth
Duluth MS,30.0,3.0,8.0,41,2/10/2021,Duluth
Duncan Creek ES,28.0,2.0,0.0,30,2/10/2021,Mill Creek
Dyer ES,42.0,4.0,6.0,52,2/10/2021,Mountain View
Ferguson ES,42.0,1.0,2.0,45,2/10/2021,Meadowcreek
Five Forks MS,16.0,3.0,0.0,19,2/10/2021,Brookwood
Fort Daniel ES,4.0,0.0,0.0,4,2/10/2021,Mill Creek
Freeman's Mill ES,8.0,0.0,2.0,10,2/10/2021,Mountain View
GIVE East,0.0,0.0,0.0,0,2/10/2021,Other
GIVE West,3.0,0.0,3.0,6,2/10/2021,Other
Grace Snell MS,6.0,0.0,6.0,12,2/10/2021,South Gwinnett
Graves ES,7.0,0.0,1.0,8,2/10/2021,Meadowcreek
Grayson ES,9.0,1.0,0.0,10,2/10/2021,Grayson
Grayson HS,17.0,5.0,1.0,23,2/10/2021,Grayson
Gwin Oaks ES,4.0,0.0,1.0,5,2/10/2021,Brookwood
Gwinnett Online Campus,11.0,7.0,2.0,20,2/10/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",1.0,2.0,0.0,3,2/10/2021,Discovery
Harbins ES,21.0,2.0,3.0,26,2/10/2021,Archer
Harmony ES,1.0,0.0,0.0,1,2/10/2021,Mill Creek
Harris ES,21.0,4.0,3.0,28,2/10/2021,Duluth
Head ES,35.0,4.0,0.0,39,2/10/2021,Brookwood
Hopkins ES,18.0,2.0,0.0,20,2/10/2021,Berkmar
Hull MS,6.0,1.0,1.0,8,2/10/2021,Peachtree Ridge
International Transition Center,4.0,1.0,0.0,5,2/10/2021,Other
Ivy Creek ES,14.0,4.0,1.0,19,2/10/2021,Mill Creek
Jackson ES,22.0,5.0,0.0,27,2/10/2021,Peachtree Ridge
Jenkins ES,7.0,1.0,0.0,8,2/10/2021,Central Gwinnett
Jones MS,3.0,0.0,0.0,3,2/10/2021,Mill Creek
Jordan MS,17.0,4.0,3.0,24,2/10/2021,Central Gwinnett
Kanoheda ES,7.0,0.0,0.0,7,2/10/2021,Berkmar
Knight ES,36.0,2.0,7.0,45,2/10/2021,Parkview
Lanier HS,20.0,1.0,6.0,27,2/10/2021,Lanier
Lanier MS,11.0,0.0,3.0,14,2/10/2021,Lanier
Lawrenceville ES,0.0,2.0,0.0,2,2/10/2021,Central Gwinnett
Level Creek ES,9.0,0.0,1.0,10,2/10/2021,North Gwinnett
Lilburn ES,4.0,1.0,0.0,5,2/10/2021,Meadowcreek
Lilburn MS,4.0,0.0,1.0,5,2/10/2021,Meadowcreek
Lovin ES,16.0,1.0,1.0,18,2/10/2021,Archer
Magill ES,98.0,9.0,5.0,112,2/10/2021,South Gwinnett
Mason ES,9.0,0.0,3.0,12,2/10/2021,Peachtree Ridge
Maxwell,0.0,1.0,0.0,1,2/10/2021,Other
McClure Health Science HS,7.0,0.0,4.0,11,2/10/2021,Meadowcreek
McConnell MS,29.0,3.0,1.0,33,2/10/2021,Archer Cluster
McKendree ES,63.0,6.0,0.0,69,2/10/2021,Collins Hill
Meadowcreek ES,11.0,3.0,1.0,15,2/10/2021,Meadowcreek
Meadowcreek HS,20.0,2.0,5.0,27,2/10/2021,Meadowcreek
Mill Creek HS,45.0,3.0,1.0,49,2/10/2021,Mill Creek
Minor ES,6.0,0.0,1.0,7,2/10/2021,Berkmar
Moore MS,0.0,0.0,0.0,0,2/10/2021,Central Gwinnett
Mountain Park ES,5.0,3.0,0.0,8,2/10/2021,Parkview
Mountain View HS,66.0,1.0,6.0,73,2/10/2021,Mountain View
Mulberry ES,26.0,1.0,5.0,32,2/10/2021,Dacula
Nesbit ES,2.0,0.0,0.0,2,2/10/2021,Meadowcreek
Norcross ES,47.0,4.0,2.0,53,2/10/2021,Norcross
Norcross HS,45.0,4.0,4.0,53,2/10/2021,Norcross
North Gwinnett HS,14.0,4.0,6.0,24,2/10/2021,North Gwinnett
North Gwinnett MS,45.0,3.0,0.0,48,2/10/2021,North Gwinnett
Northbrook MS,24.0,2.0,1.0,27,2/10/2021,Peachtree Ridge
Norton ES,2.0,0.0,0.0,2,2/10/2021,South Gwinnett
Oakland Meadow School,2.0,0.0,1.0,3,2/10/2021,Other
Osborne MS,61.0,2.0,0.0,63,2/10/2021,Mill Creek
Parkview HS,20.0,4.0,11.0,35,2/10/2021,Parkview
Parsons ES,1.0,1.0,0.0,2,2/10/2021,Peachtree Ridge
Partee ES,25.0,4.0,3.0,32,2/10/2021,Shiloh
Patrick ES,12.0,2.0,1.0,15,2/10/2021,Mountain View
Paul Duke STEM HS,12.0,4.0,0.0,16,2/10/2021,Norcross
Peachtree ES,40.0,0.0,11.0,51,2/10/2021,Norcross
Peachtree Ridge HS,4.0,3.0,6.0,13,2/10/2021,Peachtree Ridge
Pharr ES,8.0,0.0,0.0,8,2/10/2021,Grayson
Phoenix HS,0.0,0.0,0.0,0,2/10/2021,Other
Pinckneyville MS,101.0,2.0,9.0,112,2/10/2021,Norcross
Puckett's Mill ES,26.0,2.0,2.0,30,2/10/2021,Mill Creek
Radloff MS,51.0,3.0,0.0,54,2/10/2021,Meadowcreek
Richards MS,34.0,3.0,5.0,42,2/10/2021,Discovery
Riverside ES,48.0,3.0,2.0,53,2/10/2021,North Gwinnett
Roberts ES,1.0,0.0,0.0,1,2/10/2021,North Gwinnett
Rock Springs ES,7.0,2.0,0.0,9,2/10/2021,Collins Hill
Rockbridge ES,24.0,0.0,6.0,30,2/10/2021,Meadowcreek
Rosebud ES,6.0,2.0,2.0,10,2/10/2021,South Gwinnett
Shiloh ES,15.0,3.0,0.0,18,2/10/2021,Shiloh
Shiloh HS,3.0,0.0,5.0,8,2/10/2021,Shiloh
Shiloh MS,37.0,1.0,4.0,42,2/10/2021,Shiloh
Simonton ES,21.0,1.0,2.0,24,2/10/2021,Central Gwinnett
Simpson ES,38.0,2.0,0.0,40,2/10/2021,Norcross
Snellville MS,4.0,0.0,2.0,6,2/10/2021,South Gwinnett
South Gwinnett HS,8.0,2.0,5.0,15,2/10/2021,South Gwinnett
Starling ES,15.0,2.0,1.0,18,2/10/2021,Grayson
Stripling ES,2.0,0.0,2.0,4,2/10/2021,Norcross
Sugar Hill ES,19.0,2.0,2.0,23,2/10/2021,Lanier
Summerour MS,30.0,3.0,2.0,35,2/10/2021,Norcross
Suwanee ES,0.0,1.0,0.0,1,2/10/2021,North Gwinnett
Sweetwater MS,10.0,3.0,2.0,15,2/10/2021,Berkmar
Sycamore ES,60.0,4.0,1.0,65,2/10/2021,Lanier
Taylor ES,37.0,2.0,0.0,39,2/10/2021,Collins Hill
Trickum MS,8.0,1.0,0.0,9,2/10/2021,Parkview
Trip ES,21.0,1.0,2.0,24,2/10/2021,Grayson
Twin Rivers MS,117.0,6.0,4.0,127,2/10/2021,Mountain View
Walnut Grove ES,0.0,0.0,0.0,0,2/10/2021,Collins Hill
White Oak ES,13.0,1.0,2.0,16,2/10/2021,Lanier
Winn Holt ES,24.0,0.0,2.0,26,2/10/2021,Central Gwinnett
Woodward Mill ES,2.0,0.0,0.0,2,2/10/2021,Mountain View
Alcova ES,8.0,1.0,0.0,9,3/10/2021,Dacula
Alford ES,3.0,0.0,0.0,3,3/10/2021,Discovery
Anderson-Livsey ES,0.0,0.0,0.0,0,3/10/2021,Shiloh
Annistown ES,0.0,0.0,0.0,0,3/10/2021,Shiloh
Arcado ES,35.0,2.0,3.0,40,3/10/2021,Parkview
Archer HS,53.0,7.0,3.0,63,3/10/2021,Archer
Baggett ES,15.0,1.0,1.0,17,3/10/2021,Discovery
Baldwin ES,2.0,0.0,0.0,2,3/10/2021,Norcross
Bay Creek MS,3.0,0.0,1.0,4,3/10/2021,Grayson
Beaver Ridge ES,3.0,1.0,0.0,4,3/10/2021,Norcross
Benefield ES,11.0,1.0,3.0,15,3/10/2021,Discovery
Berkeley Lake ES,1.0,0.0,0.0,1,3/10/2021,Duluth
Berkmar HS,1.0,0.0,0.0,1,3/10/2021,Berkmar
Berkmar MS,12.0,0.0,3.0,15,3/10/2021,Berkmar
Bethesda ES,11.0,0.0,1.0,12,3/10/2021,Berkmar
Britt ES,1.0,0.0,0.0,1,3/10/2021,South Gwinnett
Brookwood ES,3.0,0.0,0.0,3,3/10/2021,Brookwood
Brookwood HS,5.0,1.0,1.0,7,3/10/2021,Brookwood
Buice Center,11.0,11.0,0.0,22,3/10/2021,Other
Burnette ES,6.0,1.0,5.0,12,3/10/2021,North Gwinnett
Camp Creek ES,9.0,1.0,0.0,10,3/10/2021,Parkview
Cedar Hill ES,96.0,4.0,10.0,110,3/10/2021,Discovery
Centerville ES,5.0,0.0,1.0,6,3/10/2021,Shiloh
Central Gwinnett HS,1.0,0.0,0.0,1,3/10/2021,Central Gwinnett
Chattahoochee ES,0.0,0.0,0.0,0,3/10/2021,Duluth
Chesney ES,0.0,0.0,0.0,0,3/10/2021,Duluth
Coleman MS,1.0,0.0,0.0,1,3/10/2021,Duluth
Collins Hill HS,6.0,4.0,0.0,10,3/10/2021,Collins Hill
Cooper ES,13.0,1.0,3.0,17,3/10/2021,Archer
Corley ES,1.0,0.0,0.0,1,3/10/2021,Berkmar
Couch MS,0.0,1.0,0.0,1,3/10/2021,Grayson
Craig ES,9.0,2.0,0.0,11,3/10/2021,Brookwood
Creekland MS,7.0,2.0,0.0,9,3/10/2021,Collins Hill
Crews MS,22.0,4.0,0.0,26,3/10/2021,Brookwood
Dacula ES,7.0,0.0,6.0,13,3/10/2021,Dacula
Dacula HS,8.0,1.0,0.0,9,3/10/2021,Dacula
Dacula MS,3.0,0.0,0.0,3,3/10/2021,Dacula
Discovery HS,10.0,4.0,1.0,15,3/10/2021,Discovery
Duluth HS,8.0,1.0,3.0,12,3/10/2021,Duluth
